timestamp,core0,core1,core2,core3
2026-05-12T19:08:48.070854,0.0,0.0,0.0,0.0
2026-05-12T19:08:50.391811,5.2,3.9,22.5,82.7
2026-05-12T19:08:52.532159,7.9,3.4,98.1,100.0
2026-05-12T19:08:54.669732,15.6,4.2,100.0,100.0
2026-05-12T19:08:56.809000,19.9,12.3,86.9,100.0
2026-05-12T19:08:58.967771,57.1,55.0,100.0,100.0
2026-05-12T19:09:01.114810,56.0,60.7,100.0,100.0
2026-05-12T19:09:03.265705,93.0,88.2,100.0,100.0
2026-05-12T19:09:05.612350,80.8,81.3,87.5,100.0
2026-05-12T19:09:07.782544,60.3,63.8,68.3,100.0
2026-05-12T19:09:10.036589,64.5,66.5,96.9,100.0
2026-05-12T19:09:12.193795,59.7,61.5,100.0,100.0
2026-05-12T19:09:14.345317,43.1,43.7,100.0,100.0
2026-05-12T19:09:16.492802,39.7,40.3,100.0,100.0
2026-05-12T19:09:18.640235,58.4,50.5,100.0,100.0
2026-05-12T19:09:20.787272,56.9,52.2,100.0,100.0
2026-05-12T19:09:22.940424,47.3,48.8,100.0,100.0
2026-05-12T19:09:25.087211,39.7,39.7,100.0,100.0
2026-05-12T19:09:27.230199,56.8,58.6,100.0,100.0
2026-05-12T19:09:29.549825,80.2,81.4,88.4,100.0
2026-05-12T19:09:31.711358,79.1,83.6,88.7,100.0
2026-05-12T19:09:33.872800,77.8,79.6,86.0,100.0
2026-05-12T19:09:36.028866,79.0,81.4,87.8,100.0
2026-05-12T19:09:38.190964,74.0,77.0,83.0,100.0
2026-05-12T19:09:40.357617,73.9,76.7,81.2,100.0
2026-05-12T19:09:42.519250,52.2,52.9,57.9,100.0
2026-05-12T19:09:44.750341,40.4,39.3,95.5,100.0
2026-05-12T19:09:46.897769,32.8,30.7,100.0,100.0
2026-05-12T19:09:49.037394,18.7,3.2,100.0,100.0
2026-05-12T19:09:51.174776,19.8,4.2,100.0,100.0
2026-05-12T19:09:53.313587,66.8,59.3,100.0,100.0
2026-05-12T19:09:55.467691,69.4,72.4,100.0,100.0
2026-05-12T19:09:57.623999,45.5,38.4,100.0,100.0
2026-05-12T19:09:59.763216,19.4,5.9,100.0,100.0
2026-05-12T19:10:01.902210,24.7,16.1,100.0,100.0
2026-05-12T19:10:04.061298,44.3,45.0,100.0,100.0
2026-05-12T19:10:06.212210,42.4,42.1,100.0,100.0
2026-05-12T19:10:08.357140,17.6,14.4,100.0,100.0
2026-05-12T19:10:10.496733,12.8,10.7,100.0,100.0
2026-05-12T19:10:12.638577,54.9,61.5,100.0,100.0
2026-05-12T19:10:14.948443,73.6,77.0,83.2,100.0
2026-05-12T19:10:17.112077,54.7,55.7,61.4,100.0
2026-05-12T19:10:19.321379,16.1,5.7,94.6,100.0
2026-05-12T19:10:21.458525,15.6,4.8,100.0,100.0
2026-05-12T19:10:23.597383,14.5,9.3,100.0,100.0
2026-05-12T19:10:25.743475,14.6,9.4,100.0,100.0
2026-05-12T19:10:27.884260,58.7,57.6,100.0,100.0
2026-05-12T19:10:30.051637,78.1,81.1,100.0,100.0
