#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      216.3   132.2    86.8   145.4   157.9   206.1   227.0   238.8   247.9   258.4   274.0   301.2   392.2  1154.0  7841.6   4935.0     5000  1778157939990  1778157942246
read      245.6    90.3    80.4   136.7   158.1   241.8   271.0   287.2   298.0   312.1   329.6   358.2   428.9   756.4  4079.8  14873.5    15000  1778157943752  1778157945995
read      274.2   115.7    80.4   122.7   140.7   267.0   312.7   337.0   354.8   375.2   403.2   454.7   577.0  1143.2  2198.8  25113.5    25000  1778157947499  1778157949700
read      277.2   106.8    74.4   122.1   139.8   273.7   324.0   349.9   368.5   390.1   416.1   454.2   533.7   646.1  1422.7  35064.5    35000  1778157951204  1778157953409
read      293.1   138.6    68.9   120.7   137.4   281.1   343.3   376.4   399.4   425.8   458.3   505.4   606.6  1056.4  3335.9  44973.8    45000  1778157954914  1778157957116
read      297.5   166.5    74.4   117.2   133.8   278.8   351.4   390.4   417.4   447.6   484.5   538.3   646.9   830.9  1754.8  54692.9    55000  1778157958620  1778157960827
read      316.9   174.3    68.9   116.2   132.3   277.5   374.1   424.8   459.4   499.2   547.7   623.4   819.9  1262.6  1929.2  64972.5    65000  1778157962331  1778157964532
read      456.4   528.0    68.9   123.9   141.5   277.4   427.4   536.3   621.9   735.0   914.9  1336.0  2533.9  5663.5  8138.8  75135.5    75000  1778157966037  1778157968237
read      841.1  1680.1    74.4   149.9   168.7   276.2   328.1   361.3   391.6   458.9  2779.9  5913.9  7543.5  9361.1 12520.9  78341.6    85000  1778157969741  1778157971942
read      877.1  1793.2    80.4   155.5   177.1   277.6   326.1   360.6   391.4   442.6  2929.7  6182.4  7514.5  9265.3 11871.5  77853.0    95000  1778157973447  1778157975648
read      939.1  1885.8    80.4   166.8   187.3   292.4   360.3   399.5   430.3   475.6  4150.2  6274.4  7433.2  9422.3 12699.4  72917.0   105000  1778157977153  1778157979356
read      902.2  1847.4    80.4   156.9   175.2   290.5   340.9   370.9   397.1   436.6  3163.2  6243.9  7433.5  9294.5 12429.5  75909.5   115000  1778157980861  1778157983064
read      907.0  1834.2    74.4   158.1   177.4   292.0   345.1   377.4   403.8   448.8  3238.1  6240.7  7254.1  9078.3 10490.1  75545.7   125000  1778157984570  1778157986769
