Random waveform, supplied seed
Total number of intervals = 600 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072, 16350, 86891, 104441, 8906, 42175, 51797, 76678, 19630, 100132, 40498, 108559, 23964, 70760, 99567, 107548, 53742, 103931, 60359, 9725, 52014, 40053, 86436, 23983, 66595, 26056, 51764, 40202, 76665, 11133, 80405, 79106, 97258, 36307, 28636, 41620, 75736, 44979, 31478, 37586, 108330, 64301, 11203, 7291, 87477, 77485, 42055, 26865, 94592, 66869, 17835, 55977, 82437, 15775, 87559, 105401, 88752, 94531, 101303, 86640, 84818, 20221, 43599, 52779, 89855, 48532, 107423, 46535, 47535, 49633, 30334, 17207, 106074, 48912, 96483, 39228, 92350, 85084, 81993, 101617, 16730, 71079, 108942, 55406, 42279, 21876, 34140, 42897, 18462, 100375, 41347, 101594, 47486, 73393, 51134, 58201, 71020, 72071, 93446, 28724, 59269, 74624, 52368, 9687, 44165, 6895, 55457, 61164, 108384, 33319, 97895, 39720, 68554, 86849, 30264, 100754, 98098, 86028, 93054, 42348, 29490, 18187, 95113, 8570, 62285, 52582, 34260, 59493, 58208, 93458, 18056, 94134, 37808, 53481, 25666, 108853, 41576, 70282, 45769, 92383, 12100, 67747, 68933, 63242, 72993, 51022, 67069, 24895, 68588, 42706, 49479, 64792, 73879, 31893, 74262, 57246, 91617, 55173, 108633, 15720, 99961, 102613, 57169, 56950, 49938, 5383, 39719, 36653, 69482, 46749, 65109, 46501, 109480, 69433, 58157, 70737, 34617, 77563, 90036, 36689, 46832, 104903, 14153, 21674, 5689, 37781, 15507, 102064, 71340, 79815, 44352, 109562, 86219, 47335, 41962, 45802, 13389, 95780, 87844, 55903, 100902, 70988, 53831, 26948, 32347, 41050, 56197, 94617, 71839, 79082, 107630, 60164, 97878, 63680, 73888, 65499, 96906, 103287, 49664, 32535, 46477, 7459, 74137, 57061, 34213, 7432, 41605, 32998, 61636, 64695, 14063, 91302, 6064, 41354, 19863, 19488, 14040, 19538, 20199, 106657, 92457, 92780, 68203, 81753, 57748, 21027, 49680, 82042, 93691, 45291, 30437, 67422, 69956, 35404, 80225, 105585, 20088, 12672, 15696, 25951, 65007, 10189, 78008, 12678, 15922, 41774, 38788, 34559, 54825, 42697, 12669, 70047, 96137, 92934, 20597, 66597, 59987, 58456, 59958, 98221, 55912)
Average QPS expected = 57644
Timestamp start: 1778616814429
Timestamp end: 1778618614916

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      277.2    85.0    93.8   157.4   174.9   276.5   306.7   322.1   334.7   347.7   367.2   396.4   475.9   925.4  1960.1  21807.7    21604
read      314.0   259.4    86.8   139.1   153.4   257.8   319.6   358.2   390.5   436.6   517.4   669.4  1076.0  3551.9  7198.9  90143.3    90401
read      272.0   121.3    93.8   140.2   154.0   252.0   308.0   337.0   357.4   380.3   408.3   454.6   586.9  1246.6  2937.2  84204.7    84467
read      282.5   180.7    86.8   142.2   157.1   256.9   309.9   338.3   358.9   383.1   415.1   467.5   679.5  2804.0  4252.9  99597.3    99700
read      285.0    95.1    93.8   154.8   171.4   286.1   323.0   341.9   355.5   370.5   390.7   421.1   491.3   789.0  2462.7  32091.7    32052
read      279.5    91.2   101.3   166.3   185.9   277.8   306.0   320.1   331.7   343.7   361.1   387.5   462.0  1090.5  2944.6  18114.3    18173
read      288.3   140.7    93.8   135.5   149.1   264.2   326.2   361.7   388.5   421.3   463.1   525.5   677.7  1161.6  3152.4  67771.7    67789
read      283.7   123.4    86.8   138.4   151.6   271.7   325.5   354.8   375.5   400.3   432.4   479.6   583.8  1028.5  3078.6  51884.7    51929
read      326.6   292.7    86.8   137.1   151.0   263.2   330.9   374.3   413.6   465.7   539.4   676.2  1463.2  3624.2  7738.7  84285.3    83850
read      271.6    82.6   101.3   163.0   181.6   272.3   298.5   312.5   321.3   334.1   346.9   370.6   430.8   830.4  1916.1  18666.0    18614
read      281.8    96.0    93.8   151.2   166.7   281.6   319.4   339.1   353.0   369.5   391.1   423.4   492.1   696.2  3241.2  29299.3    29315
read      301.6   302.0    80.4   139.7   154.0   252.3   305.4   335.3   357.5   384.4   422.1   498.8  1579.9  3709.4  7611.2 107946.3   108090
read      283.2   122.4    93.8   156.7   172.7   283.0   317.1   334.9   346.4   361.9   379.7   408.5   492.5   868.4  4735.1  27199.7    27024
read      282.3   118.8    93.8   139.2   152.4   271.3   324.1   352.7   373.0   397.5   428.7   473.4   577.5   837.6  2773.1  49969.7    49907
read      249.3    84.1   109.4   169.9   187.3   245.3   265.7   275.9   284.9   293.9   307.4   327.5   380.9  1153.5  3961.0   9112.3     9150
read      278.2   108.9    93.8   145.4   160.1   275.8   316.9   338.4   353.7   371.7   394.4   428.6   505.4   779.6  2358.0  34340.7    34328
read      286.0   130.9    86.8   138.3   151.8   271.7   325.9   355.7   376.7   402.3   435.7   486.4   614.9  1313.5  2905.3  51740.0    51881
read      269.2    91.2   109.4   167.3   187.5   267.5   293.0   306.7   315.8   327.5   342.8   368.0   426.3   714.9  4035.6  14528.0    14569
read      305.1   255.9    86.8   141.4   155.5   261.9   320.8   354.1   378.6   409.9   459.7   577.2   984.5  3596.3  7553.3  81448.7    81517
read      271.8   125.9    93.8   138.8   152.0   251.8   307.7   335.8   355.3   377.2   404.6   452.7   628.3  1436.1  2106.7  78560.0    78694
read      279.4   162.0    86.8   141.9   156.0   254.5   308.7   337.4   357.9   381.9   412.9   463.8   686.1  2248.4  3528.3  93528.3    93409
read      286.8   128.7    86.8   146.2   161.0   281.5   326.1   348.7   365.7   385.5   410.2   452.0   559.1  1274.2  4144.9  39250.0    39093
read      271.2    71.7    93.8   161.4   179.3   271.7   299.3   313.9   323.8   337.1   353.0   377.7   434.3   757.8  1227.6  18627.3    18729
read      289.6   147.0    86.8   134.6   147.6   260.8   324.8   362.3   391.1   426.7   471.4   540.4   713.2  1459.8  2553.6  70730.0    70818
read      282.5   123.1    93.8   158.1   175.8   281.5   313.9   331.4   343.4   359.1   377.3   405.8   471.0   641.1  3989.5  21814.7    21942
read      346.6   322.8    86.8   143.8   159.6   271.8   333.8   372.4   404.7   457.7   567.4   812.3  1651.9  3563.7  7838.6  91499.3    91810
read      284.3   111.8    93.8   145.3   159.8   280.1   324.0   346.0   362.8   381.7   405.5   448.3   548.6  1292.4  2260.8  39726.7    39588
read      281.4   112.3    93.8   141.8   155.8   275.4   322.9   347.1   365.6   386.3   411.5   451.6   538.8  1015.6  2195.6  41106.7    40957
read      295.0   193.0    86.8   136.6   150.3   269.5   329.5   362.3   386.8   417.4   458.2   521.2   728.5  2490.1  7407.1  62585.7    62645
read      280.9   111.9    93.8   168.7   189.9   276.0   303.9   318.7   330.2   342.7   361.2   390.0   469.7  1567.2  3182.3  15415.0    15539
read      548.6   696.3    86.8   188.0   216.6   360.0   449.5   506.9   551.2   612.2   737.7  1726.7  3634.3  7576.5  9733.2 107374.7   107672
read      288.4   110.1    93.8   154.0   169.5   285.8   324.8   345.0   360.6   377.8   401.7   443.2   537.3   919.1  3879.3  33043.3    32954
read      313.4   168.8    93.8   143.5   157.6   282.6   346.3   385.6   416.3   454.7   503.6   584.8   839.5  1691.4  3222.6  58794.3    58866
read      287.0    93.0   101.3   158.4   175.1   285.8   319.9   338.9   352.3   368.3   389.8   423.0   498.5   787.6  2353.7  23750.0    23739
read      310.3   154.9    93.8   146.2   160.6   288.0   348.3   383.9   410.5   444.8   488.7   555.6   728.3  1386.4  3225.4  54656.7    54701
read      321.6   205.1    93.8   144.9   159.7   284.6   350.1   390.7   423.5   464.1   518.3   606.2   870.3  2686.5  5839.7  60745.3    60706
read      316.6   208.6    86.8   141.3   155.3   271.4   339.4   383.1   419.9   467.9   530.8   634.8   876.0  2500.8  4989.2  72085.3    72350
read      304.5   163.2    93.8   141.8   155.7   277.1   339.5   375.8   403.8   439.9   484.6   550.4   748.9  1878.7  3119.8  58773.7    58661
read      294.6   120.1    93.8   150.6   165.7   289.3   334.4   359.2   376.6   397.4   424.4   463.9   550.4  1006.8  3922.2  34921.7    34912
read      464.9   572.8    93.8   161.4   184.9   332.1   404.8   460.3   507.9   572.2   666.1  1315.0  3443.1  7078.4  9396.0 103044.7   103268
read      299.2   120.9    93.8   150.4   165.2   290.4   338.0   364.1   383.1   404.9   436.9   489.9   620.3  1213.6  2269.0  38799.7    38703
read      326.5   254.9    86.8   143.6   158.4   267.7   332.0   372.7   407.1   461.5   555.5   718.0  1119.7  2940.9  7115.5  83430.7    83358
read      297.6   132.7    93.8   145.1   159.1   278.5   335.9   366.6   389.7   418.3   458.8   529.9   711.6  1135.7  1987.7  57595.0    57408
read      315.5   274.9    86.8   144.5   159.6   266.5   323.7   355.8   379.2   408.0   452.6   575.3  1317.8  3410.1  7642.5  86487.0    86837
read      290.3   127.6    93.8   153.8   169.3   286.3   325.6   345.3   360.3   376.2   399.6   439.0   552.0  1411.4  4071.8  33319.7    33517
read      328.9   243.9    93.8   144.6   159.4   282.6   349.9   393.9   430.4   476.4   536.7   638.8   938.6  3363.5  7373.5  66106.3    66204
read      289.8   166.5    86.8   142.6   156.7   262.0   319.9   349.4   370.7   396.1   429.7   497.2   828.7  2196.5  3420.6  73572.3    73758
read      281.3   154.6    86.8   144.6   159.6   258.8   311.2   339.8   360.7   385.0   416.4   468.1   655.2  1934.6  4116.7  99539.0    99742
read      293.4   174.9    86.8   149.0   164.8   269.1   320.4   349.1   370.1   395.8   430.5   490.2   702.5  2541.3  6160.0 109248.7   109462
read      284.2   178.7    86.8   143.5   157.9   258.0   311.9   340.5   361.3   385.6   417.4   468.6   713.5  2623.0  4855.4  94541.0    94453
read      292.8   122.1    93.8   149.0   162.9   284.2   331.8   356.6   373.9   396.4   426.8   478.4   624.5  1152.3  2720.9  44070.3    44096
read      387.4   450.1    86.8   152.7   171.0   297.3   358.4   396.7   429.2   474.8   550.1   733.8  2710.1  5367.9  8037.3 100501.7   100467
read      250.9    77.3   109.4   173.6   190.1   246.5   266.2   275.9   284.7   293.6   307.0   327.4   386.1  1185.3  2458.4   8550.7     8576
read      307.6   161.9    93.8   143.6   157.7   280.9   343.6   380.8   409.4   445.8   492.4   564.5   744.7  1436.2  4977.0  59335.3    59359
read      255.3   113.9   109.4   177.0   193.4   249.0   268.9   280.2   289.0   298.0   312.6   334.2   391.9  1177.0  5791.3   7649.0     7614
read      310.4   179.2    86.8   143.7   157.9   279.6   343.4   381.4   410.3   447.5   494.6   569.8   776.8  2023.4  4069.5  60307.3    60329
read      299.0   123.1    93.8   147.1   161.4   287.5   340.3   369.8   391.6   417.6   451.3   501.9   622.0  1097.3  2811.8  43870.3    43762
read      315.2   203.2    93.8   141.7   155.6   275.6   341.4   382.5   415.2   457.1   511.7   602.5   868.1  2464.6  4263.5  67026.3    67038
read      291.4   139.2   101.3   155.4   171.4   285.5   322.2   342.1   356.7   372.8   396.1   432.0   535.9  2045.6  4651.2  26117.3    26095
read      327.8   269.7    86.8   141.5   155.8   274.2   342.7   388.0   425.8   473.1   537.6   653.7  1072.6  3808.1  7448.9  71361.3    71173
read      494.3   639.8    93.8   170.5   196.0   336.7   414.6   464.1   502.6   551.8   640.2  1568.2  3501.5  7293.8  9550.3 109002.7   109276
read      266.5   117.2   101.3   169.4   189.6   262.7   285.9   297.7   308.4   319.0   335.0   359.0   419.8  1103.5  7170.2  13115.0    13150
read      312.3   169.9    86.8   142.5   156.5   279.8   343.9   383.3   414.7   454.5   505.5   586.9   842.1  1737.2  2600.9  61050.3    61250
read      330.2   255.9    93.8   144.1   159.3   270.1   333.2   371.7   403.5   454.8   554.6   747.9  1198.7  2828.0  6701.3  84842.3    84472
read      273.2   140.3    86.8   141.4   155.0   253.1   308.8   337.8   358.2   381.1   409.4   454.5   569.2  1297.0  5352.4  82152.3    82226
read      293.9   106.1    93.8   155.4   171.6   290.4   329.9   351.3   367.3   386.1   409.0   448.7   540.9   916.9  3319.2  27724.3    27671
read      363.0   351.4    86.8   148.0   164.7   277.3   337.3   374.2   405.0   453.4   566.0   948.6  1861.7  3420.3  7805.5  98621.3    98736
read      289.2   187.8    93.8   145.8   161.5   264.0   316.0   344.4   365.7   391.0   424.9   481.9   681.0  3011.9  6932.5 106563.7   106314
read      278.8   168.1    86.8   142.5   157.4   254.8   305.9   333.9   354.1   378.0   409.8   463.1   658.5  2239.1  5278.2 105463.3   105027
read      285.4   147.9    86.8   146.0   161.1   262.6   315.9   344.8   366.1   391.0   423.4   474.6   679.4  1940.7  3546.4  96713.7    96867
read      278.8   138.6    86.8   142.1   156.4   256.1   311.1   340.1   361.1   385.1   415.6   464.7   682.9  1737.5  2675.0  89843.0    89493
read      291.2   127.4    93.8   146.1   160.4   280.5   331.9   358.1   376.2   398.4   429.0   483.5   637.0  1243.9  2830.2  50666.0    50538
read      291.2    99.4    93.8   161.3   179.1   289.3   322.9   341.8   355.8   371.5   393.4   427.1   503.1   802.5  3829.9  22008.7    22083
read      302.6   143.2    93.8   144.2   158.5   285.5   341.2   372.9   397.0   426.6   464.8   526.5   689.1  1337.2  3616.0  48848.7    48618
read      338.0   308.5    86.8   145.6   161.5   270.7   330.9   368.7   400.1   448.3   550.5   773.6  1348.7  3775.3  8001.4  94466.7    94298
read      307.1   174.8    93.8   143.0   157.3   276.7   337.3   371.7   398.9   433.7   485.4   573.1   802.0  2131.8  3459.9  63427.3    63579
read      298.9   190.9    86.8   143.2   157.2   268.7   327.1   357.0   378.3   404.0   443.5   527.6   913.0  2430.7  4627.4  64613.7    64573
read      319.0   207.6    93.8   145.4   160.2   271.7   334.2   371.1   400.9   445.3   526.7   690.6   978.8  2435.1  4005.5  76983.7    77178
read      287.1   109.2    86.8   153.6   169.2   285.0   323.5   343.4   358.4   374.3   398.2   435.2   524.8   844.6  2291.0  29875.7    29824
read      321.3   278.5    86.8   141.3   155.1   275.7   341.8   381.9   413.1   453.4   506.2   593.5  1035.7  4020.7  7616.1  64264.0    64495
read      281.4    91.6   101.3   159.1   176.9   280.4   312.1   329.0   341.4   356.5   374.1   403.5   471.7   791.1  2193.0  20835.3    20917
read      298.6   204.0    86.8   142.5   157.0   260.4   317.3   349.4   372.8   402.2   445.8   542.8  1030.3  2450.1  5509.5  85275.3    85651
read      289.8   154.5    93.8   142.2   156.0   267.7   324.4   353.5   374.2   399.6   433.9   499.3   723.1  2009.1  2920.0  61941.7    61935
read      299.8   128.7    86.8   143.6   157.9   283.9   341.1   373.1   397.3   427.1   464.9   524.0   660.6   968.6  1679.5  50106.7    50216
read      321.9   239.9    86.8   141.5   155.5   271.5   339.6   384.4   422.0   470.2   536.5   647.0   966.1  3213.2  6369.4  72419.0    72251
read      321.2   225.7    93.8   141.7   155.7   272.1   340.8   386.1   423.9   471.9   537.4   646.1   919.8  2929.2  5366.0  71784.7    71798
read      277.7    82.7   101.3   159.5   177.6   277.5   307.5   323.3   335.7   348.7   367.1   395.1   458.7   692.0  2672.1  19761.3    19701
read      282.5    93.4    93.8   153.6   170.1   281.9   316.7   335.5   348.1   364.7   385.1   416.4   488.4   746.6  3371.1  24875.3    24952
read      314.1   260.2    86.8   141.7   156.1   264.2   325.0   360.5   388.4   426.8   490.8   650.4  1042.8  3627.2  7226.0  81861.7    81838
read      291.0   123.1    93.8   155.7   171.8   286.5   323.3   343.0   358.4   375.2   398.9   435.5   539.7  1351.9  3867.1  26780.3    26648
read      284.4   111.8    93.8   154.3   170.6   282.1   317.1   336.4   349.5   365.9   386.7   419.7   498.4  1104.0  3637.1  24919.7    24837
read      297.1   109.0    93.8   154.9   170.8   293.9   335.6   358.5   374.3   394.2   419.2   457.9   541.2   815.1  3032.9  29441.7    29420
read      347.1   390.8    86.8   149.2   165.7   282.9   340.0   373.2   399.9   435.2   490.5   610.1  1943.7  5543.5  8903.2 104234.0   103882
read      275.0   138.4    93.8   142.4   155.8   258.3   314.6   342.2   361.2   382.4   408.3   450.7   560.4  1367.5  3029.3  70283.3    70314
read      297.1   147.0    93.8   142.1   156.0   273.0   332.0   364.7   389.7   422.6   469.0   548.5   726.7  1205.4  3115.0  61561.3    61679
read      309.2   157.8    86.8   146.3   160.7   288.6   346.1   379.7   404.4   436.3   476.3   540.7   733.4  1713.3  3331.7  49484.7    49557
read      283.5    92.6   101.3   162.6   181.0   281.9   313.0   329.9   341.9   356.8   374.0   403.4   472.1   810.5  3017.0  19325.0    19325
read      262.2    77.6   109.4   179.0   197.5   258.7   279.8   292.0   300.6   311.8   324.4   345.3   400.0  1030.9  3528.9   9088.3     9128
read      408.5   425.3    86.8   153.2   172.2   298.7   367.0   414.7   459.8   536.5   707.8  1082.5  2273.5  4094.7  8012.7  94865.3    94933
read      284.5    84.6    93.8   160.2   176.6   284.6   316.9   334.5   346.1   362.7   382.5   414.9   490.2   725.5  1994.5  24269.3    24327
read      337.0   287.6    93.8   143.1   157.8   276.6   345.2   390.2   428.1   479.8   551.5   685.8  1366.4  3820.4  7752.9  71934.0    71896
read      277.0   144.8    86.8   143.1   157.5   255.6   308.9   337.3   357.9   381.9   412.4   462.2   628.3  1452.2  4016.0  93947.7    93771
read      283.5    91.1   101.3   163.4   181.6   281.9   312.2   328.8   340.7   355.7   374.0   406.1   478.3   817.9  2021.0  20349.3    20452
read      309.7   162.4    93.8   150.1   164.8   293.0   346.8   377.3   399.8   428.3   463.8   521.3   694.0  1933.8  5754.4  42209.0    42338
read      305.5   202.2    93.8   142.8   157.1   268.4   330.8   366.1   392.7   427.0   478.7   581.8   846.0  2524.1  5549.3  72659.0    72627
read      274.8   135.2    86.8   141.8   155.8   255.7   311.8   340.3   360.1   382.2   409.9   454.8   581.0  1310.1  4016.7  80606.7    80603
read      294.2   120.2    93.8   149.8   164.7   284.8   334.5   359.5   376.5   398.0   427.5   480.3   653.5  1124.1  2062.5  49473.7    49049
read      382.1   357.9    86.8   151.7   169.7   293.7   357.3   396.7   430.1   481.9   608.7  1040.4  1933.3  3211.6  7851.5  92336.7    92305
read      308.9   212.9    86.8   144.5   158.8   280.0   338.4   370.8   395.9   428.1   470.3   545.9   822.0  3094.7  6705.1  57040.0    56889
read      340.8   252.4    86.8   148.1   163.4   278.9   345.3   390.1   430.3   495.7   600.5   746.0  1122.1  3158.9  5941.3  78070.0    78036
read      270.7   112.6    93.8   140.9   154.2   255.3   311.3   339.2   358.5   379.8   404.9   446.9   539.0   826.7  2349.4  71497.7    71583
read      273.2   114.7    93.8   140.8   154.1   256.1   313.7   342.1   361.8   384.0   411.5   455.6   566.1   913.8  2576.7  72801.7    72609
read      292.0   184.9    86.8   149.4   165.3   270.0   321.2   349.5   370.2   395.3   428.3   483.5   647.7  2506.4  8003.8 107482.0   107382
read      275.8   132.4    93.8   141.7   155.7   254.4   310.2   339.2   359.9   383.5   413.2   461.5   613.2  1647.7  3112.7  86649.7    86530
read      280.5    93.5    93.8   167.5   187.3   278.6   307.1   321.5   333.4   345.3   363.8   391.9   466.1   850.6  2993.8  16652.3    16550
read      326.8   262.3    86.8   144.5   159.6   269.6   331.4   369.2   399.9   445.5   531.6   722.0  1197.0  2876.0  7628.9  84375.3    84534
read      272.1   125.8    93.8   141.1   154.5   255.3   311.7   339.5   358.7   380.1   405.7   449.3   554.9   994.3  2329.9  72607.0    72631
read      287.7   118.2    93.8   146.5   160.7   279.2   329.4   354.4   371.5   392.8   420.3   466.9   618.3   932.2  2043.0  49371.7    49291
read      321.7   208.1    93.8   144.8   159.2   283.6   350.5   392.6   426.5   468.6   523.8   611.8   841.6  2796.1  5580.1  62413.7    62175
read      310.1   269.0    86.8   141.7   155.9   263.2   322.3   354.1   376.9   405.2   449.7   577.1  1268.5  3562.9  7560.2  80422.3    80213
read      273.2    78.1   101.3   166.6   186.7   271.8   297.6   312.5   322.0   335.9   352.0   378.6   440.9   676.4  2996.8  16553.0    16566
read      310.8   149.8    93.8   145.8   160.3   289.3   350.1   385.9   413.4   448.0   492.3   557.0   723.6  1280.4  3884.6  53999.7    53985
read      343.0   354.1    86.8   149.7   166.3   280.0   336.2   369.2   395.1   428.9   479.4   591.2  1943.7  3886.5  7863.0 101769.7   101949
read      285.7    88.6   101.3   161.4   178.2   286.5   317.2   334.4   345.9   362.0   381.1   412.7   490.0   794.2  2478.4  24066.0    24076
read      304.6   169.3    93.8   144.3   158.8   285.3   343.9   377.1   402.1   432.9   471.4   534.5   692.8  1285.9  5370.0  52752.0    52574
read      335.1   339.4    93.8   151.1   168.2   282.1   337.4   369.2   393.6   424.5   467.9   561.2  1702.9  4187.0  8195.0 106095.3   106271
read      278.4   131.6    86.8   145.1   160.3   258.8   309.9   337.8   357.9   381.1   411.1   460.6   607.1  1654.2  3094.2 105487.0   105451
read      273.3   132.7    86.8   140.8   154.9   254.7   307.4   335.0   354.5   377.0   404.6   452.6   597.8  1404.8  3128.0  86095.3    86087
read      285.8   108.2    86.8   155.3   171.9   284.2   318.4   337.4   350.7   367.3   389.7   427.0   523.4   866.3  2072.2  29277.0    29108
read      397.9   443.3    86.8   151.3   170.0   294.7   356.7   395.8   429.5   480.8   590.0  1091.5  2371.2  4778.8  8812.8 101097.0   101115
read      277.2   120.7    93.8   142.2   156.1   260.1   314.2   342.0   361.6   383.7   411.6   458.1   622.2  1269.0  2031.0  74384.7    74326
read      275.7   127.5    86.8   142.0   155.9   258.6   314.1   341.8   361.1   382.9   410.3   455.8   581.0  1095.9  3106.3  75770.7    75832
read      280.7   162.6    86.8   143.9   158.7   258.6   310.5   338.6   358.9   382.7   414.1   464.8   627.7  2683.5  4199.0  94935.0    94901
read      282.6   129.0   101.3   165.7   186.9   277.3   306.0   321.1   334.4   348.1   369.0   401.0   489.0  1001.8  7207.3  15893.0    15809
read      296.1   123.5    93.8   154.8   171.6   292.4   332.9   354.8   370.8   390.1   414.2   453.7   542.2   889.3  4869.8  28941.3    28874
read      312.3   186.6    93.8   144.6   159.4   287.9   346.1   380.6   406.4   439.5   483.0   548.9   762.3  2230.3  5114.5  51783.7    51882
read      292.5   108.6    93.8   150.6   166.7   288.8   330.8   353.2   369.8   389.8   415.0   455.4   541.2   965.6  2480.6  32647.0    32653
read      302.6   123.4    93.8   149.4   164.9   292.3   342.0   370.6   392.2   417.9   451.3   501.6   616.5  1040.3  3009.6  41694.0    41676
read      329.0   206.1    86.8   145.3   161.1   291.4   356.8   397.7   431.2   471.7   529.2   629.7   919.3  2335.6  6087.9  62998.7    63019
read      527.2   629.6    93.8   175.1   203.7   357.0   443.5   504.0   551.1   618.5   760.0  1674.6  3517.1  7136.6  8378.1  99416.7    99164
read      304.5   137.9    93.8   148.1   163.4   292.4   342.4   370.0   391.4   418.0   454.6   514.1   679.0  1323.9  2924.3  47208.3    47055
read      332.3   217.2    93.8   148.1   163.1   290.9   357.4   399.4   434.6   479.6   539.3   638.8   951.4  2703.3  6590.4  62499.7    62394
read      508.9   607.1    93.8   170.6   197.0   347.6   429.9   490.1   540.2   607.7   743.4  1616.7  3431.5  6608.4  9121.1  98437.3    98519
read      291.6   109.3    93.8   152.7   168.6   287.5   326.4   347.3   364.0   383.3   408.7   451.9   560.1  1032.6  3055.3  32315.7    32122
read      315.3   165.4    93.8   148.5   163.6   295.6   352.0   385.3   410.5   442.6   483.9   548.3   731.6  1683.9  4305.3  49422.3    49464
read      283.8   105.4    93.8   154.0   171.1   282.3   315.6   333.7   345.9   363.1   383.9   416.5   495.8   962.5  3155.4  24145.3    24034
read      299.5   195.2    86.8   143.3   158.0   265.8   323.0   353.7   375.4   402.8   444.3   538.8   946.9  2601.9  4465.4  77420.7    77363
read      281.6   117.1    93.8   145.9   161.2   265.2   316.7   344.3   364.4   387.4   416.9   464.9   621.8  1103.9  2125.2  91525.0    91698
read      295.6   119.5    86.8   150.0   165.3   289.6   332.6   355.9   372.9   395.4   425.2   472.0   605.6  1042.7  4084.0  38982.0    38997
read      335.6   316.6    86.8   146.7   162.5   276.2   333.1   365.7   390.2   421.9   471.9   667.4  1703.3  3586.2  7728.7  85952.0    86028
read      274.2   109.1    86.8   142.3   156.5   257.5   311.7   339.8   359.4   381.5   409.5   455.4   578.5  1040.7  1655.5  83036.3    83012
read      273.0    82.5    93.8   167.3   189.9   269.4   295.0   309.8   319.3   333.2   349.0   377.9   456.5   966.5  2243.6  15006.7    15024
read      303.7   159.0    86.8   142.1   156.3   280.4   339.3   374.0   401.2   435.2   479.4   546.7   734.4  1313.7  5208.5  56773.3    56640
read      411.4   470.9    86.8   154.0   173.0   298.0   362.4   404.1   443.0   502.3   635.1  1123.3  2702.8  5673.6  7998.4  97576.7    97362
read      300.6   164.9    86.8   150.5   167.5   276.8   328.2   357.3   378.5   403.8   440.2   504.3   783.8  1990.7  4635.6 107531.0   107412
read      286.7   175.6    93.8   144.2   158.5   268.7   322.1   347.7   366.3   387.8   415.4   462.9   672.0  2174.7  7197.0  65028.3    65030
read      291.1   224.1    86.8   142.0   156.3   260.8   315.6   344.0   364.7   388.8   421.3   482.5   913.7  2948.9  8011.2  79308.0    79278
read      288.0   118.1    86.8   146.2   160.6   281.8   329.2   353.8   371.4   392.7   420.6   465.5   569.7   978.9  3055.4  47786.0    47544
read      309.6   253.2    86.8   148.0   164.1   269.6   321.3   350.8   372.3   399.6   437.5   513.8  1333.9  3202.5  7455.2 105325.0   105368
