1778161827930,0.0
1778161828930,1.0
1778161829931,0.0
1778161830931,3.0
1778161831932,9.0
1778161832932,6.0
1778161833932,0.0
1778161834933,13.0
1778161835933,22.0
1778161836933,10.0
1778161837934,0.0
1778161838934,29.0
1778161839934,34.0
1778161840935,7.0
1778161841935,6.0
1778161842935,50.0
1778161843936,42.0
1778161844936,0.0
1778161845937,27.0
1778161846937,64.0
1778161847937,36.0
1778161848938,0.0
1778161849938,57.0
1778161850939,77.0
1778161851939,21.0
1778161852939,2.0
1778161853940,90.0
1778161854940,86.0
1778161855941,0.0
1778161856941,32.0
1778161857942,99.9
1778161858942,68.0
1778161859942,0.0
1778161860943,61.0
1778161861943,101.0
1778161862943,39.0
1778161863944,0.0
1778161864944,89.0
1778161865945,101.0
1778161866945,10.0
1778161867945,20.0
1778161868946,100.0
1778161869946,80.0
1778161870947,0.0
1778161871947,49.0
1778161872948,100.0
1778161873948,51.0
1778161874948,0.0
1778161875949,79.0
1778161876949,98.0
1778161877949,23.0
1778161878950,0.0
