#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      205.7    96.9    86.8   141.8   152.8   197.8   216.2   227.5   235.1   246.1   259.4   283.3   346.3  1115.9  6990.8   4885.5     5000  1778157041787  1778157044046
read      233.3    68.4    74.4   133.4   152.3   230.5   258.8   273.8   284.9   296.4   313.3   339.2   398.6   493.1  1187.4  15179.5    15000  1778157045549  1778157047785
read      257.0    93.1    74.4   122.6   141.1   257.0   294.6   314.5   328.6   344.4   366.1   397.1   461.4   537.5  2005.2  25241.0    25000  1778157049289  1778157051492
read      268.4   119.3    74.4   115.0   131.0   262.0   312.4   339.2   357.8   378.4   403.7   445.4   529.2   857.3  2773.7  34881.0    35000  1778157052996  1778157055198
read      276.0   125.5    68.9   115.8   130.1   261.8   323.8   359.2   383.3   409.9   442.3   491.1   586.9   740.6  3039.5  45121.0    45000  1778157056701  1778157058902
read      291.9   163.3    68.9   114.5   129.2   263.6   338.8   385.3   417.8   454.0   497.2   557.6   682.0  1048.1  2562.7  55241.5    55000  1778157060407  1778157062607
read      316.8   193.9    74.4   118.8   133.9   265.2   358.6   421.0   462.4   508.4   566.6   652.1   897.5  1718.5  2737.8  64865.6    65000  1778157064111  1778157066315
read      378.1   344.6    68.9   126.1   143.8   272.7   378.3   466.4   530.9   601.3   697.8   897.5  1841.7  3121.4  7864.5  75114.0    75000  1778157067819  1778157070020
read      763.7  1082.0    80.4   199.7   225.5   357.4   477.6   540.4   587.5   681.9  3201.1  3420.9  3730.4  7993.6 10167.2  82907.5    85000  1778157071524  1778157073725
read      804.8  1136.8   101.3   224.5   243.8   358.3   515.3   565.1   602.4   678.4  3323.4  3522.0  3747.9  8054.2 14427.0  82895.0    95000  1778157075228  1778157077433
read      825.2  1149.1    93.8   230.3   252.0   368.0   520.3   583.3   631.6   725.6  3332.9  3533.8  3762.9  7973.0  9545.7  81218.1   105000  1778157078937  1778157081140
read      834.6  1146.6    86.8   220.5   241.8   389.2   508.6   589.0   661.2   780.5  3337.9  3540.3  3792.5  8011.1 10909.0  80006.5   115000  1778157082643  1778157084844
read      846.9  1157.6    93.8   243.9   263.9   366.7   550.6   604.8   641.6   732.7  3356.8  3555.3  3757.6  8016.6  9995.3  79201.1   125000  1778157086349  1778157088549
