timestamp,core0,core1,core2,core3
2026-05-12T20:48:41.732458,0.0,0.0,0.0,0.0
2026-05-12T20:48:44.050701,6.0,3.9,84.5,22.3
2026-05-12T20:48:46.186420,3.7,1.9,100.0,98.1
2026-05-12T20:48:48.323900,15.9,2.6,100.0,100.0
2026-05-12T20:48:50.458269,16.0,10.8,100.0,87.7
2026-05-12T20:48:52.608125,55.7,56.7,100.0,100.0
2026-05-12T20:48:54.752892,63.0,62.0,100.0,100.0
2026-05-12T20:48:57.041686,77.5,74.2,83.5,100.0
2026-05-12T20:48:59.205117,64.0,61.9,69.4,100.0
2026-05-12T20:49:01.451506,66.4,65.2,97.3,100.0
2026-05-12T20:49:03.602028,49.8,48.2,100.0,100.0
2026-05-12T20:49:05.749173,36.6,36.6,100.0,100.0
2026-05-12T20:49:07.888794,48.5,47.7,100.0,100.0
2026-05-12T20:49:10.035808,54.0,53.2,100.0,100.0
2026-05-12T20:49:12.183381,39.1,39.1,100.0,100.0
2026-05-12T20:49:14.326901,38.7,37.9,100.0,100.0
2026-05-12T20:49:16.638304,80.5,77.6,87.3,100.0
2026-05-12T20:49:18.800223,78.8,74.6,85.5,100.0
2026-05-12T20:49:20.964068,78.5,74.7,85.4,100.0
2026-05-12T20:49:23.128880,76.4,73.3,83.3,100.0
2026-05-12T20:49:25.286361,74.9,70.9,80.6,100.0
2026-05-12T20:49:27.451060,48.8,45.3,51.7,100.0
2026-05-12T20:49:29.669224,34.0,32.3,95.9,100.0
2026-05-12T20:49:31.810723,20.2,10.5,100.0,100.0
2026-05-12T20:49:33.948793,15.5,3.1,100.0,100.0
2026-05-12T20:49:36.088798,59.4,62.0,100.0,100.0
2026-05-12T20:49:38.236721,63.8,67.6,100.0,100.0
2026-05-12T20:49:40.372295,11.6,3.8,100.0,100.0
2026-05-12T20:49:42.509819,15.2,10.1,100.0,100.0
2026-05-12T20:49:44.654188,39.8,39.5,100.0,100.0
2026-05-12T20:49:46.795734,33.5,31.4,100.0,100.0
2026-05-12T20:49:48.934474,14.8,10.5,100.0,100.0
2026-05-12T20:49:51.078374,45.7,43.2,100.0,100.0
2026-05-12T20:49:53.350398,75.2,70.9,81.3,100.0
2026-05-12T20:49:55.511724,33.8,30.8,36.8,100.0
2026-05-12T20:49:57.710886,11.3,3.6,94.5,100.0
2026-05-12T20:49:59.848190,14.5,6.5,100.0,100.0
2026-05-12T20:50:01.986378,14.4,7.1,100.0,100.0
2026-05-12T20:50:04.132376,75.9,75.1,100.0,100.0
2026-05-12T20:50:06.396179,62.8,59.4,69.7,100.0
2026-05-12T20:50:08.599233,15.7,4.0,94.5,100.0
2026-05-12T20:50:10.735848,24.9,18.0,100.0,100.0
2026-05-12T20:50:12.886186,56.4,59.6,100.0,100.0
