timestamp,core0,core1,core2,core3
2026-05-12T17:08:05.302703,0.0,0.0,0.0,0.0
2026-05-12T17:08:07.626993,8.0,3.9,22.6,83.6
2026-05-12T17:08:09.762373,12.1,3.1,98.1,100.0
2026-05-12T17:08:11.899123,18.3,3.6,100.0,100.0
2026-05-12T17:08:14.036459,15.3,2.6,100.0,86.7
2026-05-12T17:08:16.173623,16.3,3.6,100.0,100.0
2026-05-12T17:08:18.311109,14.7,6.8,100.0,100.0
2026-05-12T17:08:20.449389,17.0,4.1,100.0,100.0
2026-05-12T17:08:22.586203,18.7,3.1,100.0,100.0
2026-05-12T17:08:24.723860,42.6,40.2,100.0,100.0
2026-05-12T17:08:26.872773,54.6,54.9,100.0,100.0
2026-05-12T17:08:29.022013,51.8,54.5,100.0,100.0
2026-05-12T17:08:31.171238,53.4,53.9,100.0,100.0
2026-05-12T17:08:33.316665,52.3,54.5,100.0,100.0
2026-05-12T17:08:35.461213,49.5,55.3,100.0,100.0
2026-05-12T17:08:37.609637,52.5,56.4,100.0,100.0
2026-05-12T17:08:39.757619,83.5,84.3,100.0,100.0
2026-05-12T17:08:42.094167,79.9,83.4,85.4,100.0
2026-05-12T17:08:44.256845,76.7,80.7,82.6,100.0
2026-05-12T17:08:46.434210,76.9,81.8,82.5,100.0
2026-05-12T17:08:48.596855,77.1,81.9,82.9,100.0
2026-05-12T17:08:50.762044,77.1,80.5,82.4,100.0
2026-05-12T17:08:52.919157,76.3,80.4,81.0,100.0
2026-05-12T17:08:55.088250,50.7,54.1,54.3,100.0
2026-05-12T17:08:57.339966,67.0,66.2,96.4,100.0
2026-05-12T17:08:59.492236,64.6,64.9,100.0,100.0
2026-05-12T17:09:01.647234,66.7,65.1,100.0,100.0
2026-05-12T17:09:03.804141,66.0,65.6,100.0,100.0
2026-05-12T17:09:05.951032,61.8,61.6,100.0,100.0
2026-05-12T17:09:08.098732,62.5,61.4,100.0,100.0
2026-05-12T17:09:10.246120,38.0,40.6,100.0,100.0
2026-05-12T17:09:12.392124,38.1,38.9,100.0,100.0
2026-05-12T17:09:14.540022,35.5,39.7,100.0,100.0
2026-05-12T17:09:16.687540,36.8,38.2,100.0,100.0
2026-05-12T17:09:18.831726,37.8,37.6,100.0,100.0
2026-05-12T17:09:20.977102,38.8,40.6,100.0,100.0
2026-05-12T17:09:23.121965,37.1,38.9,100.0,100.0
2026-05-12T17:09:25.269747,58.7,56.5,100.0,100.0
2026-05-12T17:09:27.420767,53.5,54.8,100.0,100.0
2026-05-12T17:09:29.565021,52.8,53.7,100.0,100.0
2026-05-12T17:09:31.712211,53.7,56.5,100.0,100.0
2026-05-12T17:09:33.856625,56.1,56.7,100.0,100.0
2026-05-12T17:09:36.006533,53.2,53.9,100.0,100.0
2026-05-12T17:09:38.156290,54.6,56.1,100.0,100.0
2026-05-12T17:09:40.298731,41.5,42.8,100.0,100.0
2026-05-12T17:09:42.450870,36.8,37.6,100.0,100.0
2026-05-12T17:09:44.594695,36.0,36.2,100.0,100.0
2026-05-12T17:09:46.736113,33.2,35.4,100.0,100.0
2026-05-12T17:09:48.881703,34.8,36.8,100.0,100.0
2026-05-12T17:09:51.032175,37.6,39.4,100.0,100.0
2026-05-12T17:09:53.176732,39.2,41.5,100.0,100.0
2026-05-12T17:09:55.521982,81.9,86.3,86.6,100.0
2026-05-12T17:09:57.698045,81.2,88.8,87.5,100.0
2026-05-12T17:09:59.871790,81.5,88.1,87.2,100.0
2026-05-12T17:10:02.049845,79.2,82.9,84.7,100.0
2026-05-12T17:10:04.212478,79.0,82.4,83.8,100.0
2026-05-12T17:10:06.379228,80.1,84.7,86.1,100.0
2026-05-12T17:10:08.545709,78.9,82.5,83.9,100.0
2026-05-12T17:10:10.723794,79.5,84.7,85.3,100.0
2026-05-12T17:10:12.940429,80.5,85.2,86.3,100.0
2026-05-12T17:10:15.120134,81.7,85.8,87.0,100.0
2026-05-12T17:10:17.298915,80.6,84.9,86.0,100.0
2026-05-12T17:10:19.465059,78.4,81.9,84.6,100.0
2026-05-12T17:10:21.629746,80.0,82.4,84.8,100.0
2026-05-12T17:10:23.791563,78.5,81.5,83.8,100.0
2026-05-12T17:10:25.961721,74.2,77.1,78.8,100.0
2026-05-12T17:10:28.124961,74.2,77.7,78.9,100.0
2026-05-12T17:10:30.291836,74.2,77.7,79.3,100.0
2026-05-12T17:10:32.446602,73.2,77.1,79.0,100.0
2026-05-12T17:10:34.650570,72.9,77.0,80.6,100.0
2026-05-12T17:10:36.806859,73.2,77.4,79.5,100.0
2026-05-12T17:10:38.962599,55.9,59.5,61.2,100.0
2026-05-12T17:10:41.186541,34.7,36.4,96.3,100.0
2026-05-12T17:10:43.331622,36.2,37.2,99.5,100.0
2026-05-12T17:10:45.477258,36.3,36.3,100.0,100.0
2026-05-12T17:10:47.619526,37.2,39.4,100.0,100.0
2026-05-12T17:10:49.774946,32.4,36.9,100.0,100.0
2026-05-12T17:10:51.920094,36.0,37.0,100.0,100.0
2026-05-12T17:10:54.067226,31.3,24.2,100.0,100.0
2026-05-12T17:10:56.204158,27.3,4.2,100.0,100.0
2026-05-12T17:10:58.348052,17.5,4.2,100.0,100.0
2026-05-12T17:11:00.486366,14.6,4.7,100.0,100.0
2026-05-12T17:11:02.625211,13.9,5.8,100.0,100.0
2026-05-12T17:11:04.768640,17.0,4.3,100.0,100.0
2026-05-12T17:11:06.907226,16.8,2.7,100.0,100.0
2026-05-12T17:11:09.047887,38.0,31.5,100.0,100.0
2026-05-12T17:11:11.210142,77.0,62.5,100.0,100.0
2026-05-12T17:11:13.361571,75.2,63.6,100.0,100.0
2026-05-12T17:11:15.517975,69.6,70.0,100.0,100.0
2026-05-12T17:11:17.671685,68.7,71.3,100.0,100.0
2026-05-12T17:11:19.824219,70.2,73.6,100.0,100.0
2026-05-12T17:11:21.980836,72.8,73.5,100.0,100.0
2026-05-12T17:11:24.145091,45.2,43.6,100.0,100.0
