Random waveform, supplied seed
Total number of intervals = 120 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453)
Average QPS expected = 55318
Timestamp start: 1778609921931
Timestamp end: 1778611722255

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      284.5   182.4    86.8   141.3   155.8   256.7   312.0   341.8   363.6   389.3   423.6   482.6   736.0  2408.7  5814.6  96638.3    96726
read      299.6   113.1    93.8   154.1   170.2   295.3   340.1   364.4   381.6   401.2   427.8   467.6   564.6   930.2  2818.5  32476.8    32442
read      305.9   215.0    86.8   140.8   154.8   265.5   327.5   362.4   388.6   423.1   477.0   595.9   930.6  2721.9  6528.1  73198.3    73039
read      272.1   126.1    86.8   139.0   152.3   253.6   311.2   339.9   359.9   382.4   410.5   456.1   573.7  1109.2  3072.3  74011.4    74055
read      304.5   157.0    86.8   143.4   157.8   284.5   343.3   376.4   400.9   431.2   470.3   533.8   708.6  1664.5  4262.7  51237.3    51197
read      312.0   182.4    86.8   141.1   155.3   280.4   345.4   384.4   413.9   451.2   499.4   578.2   810.6  1978.5  4578.5  59338.6    59442
read      303.0   185.2    93.8   151.7   167.4   294.2   342.9   369.4   388.6   410.3   438.7   484.9   596.1  1165.7  4099.8  35711.7    35654
read      278.4   151.1    80.4   139.2   152.7   253.4   311.2   341.2   362.8   387.9   420.7   476.3   699.9  1658.0  4375.8  78648.9    78747
read      301.9   137.3    86.8   148.6   163.4   290.3   342.9   371.6   392.9   418.3   451.7   503.4   636.9  1078.4  3069.2  42113.1    42212
read      308.1   155.0    86.8   143.5   158.3   285.4   346.1   381.4   407.1   439.1   481.1   546.5   746.7  1569.7  3472.0  52435.0    52488
read      305.1   143.0    93.8   151.4   167.1   295.2   344.8   371.9   392.0   415.2   445.3   493.7   613.2  1466.0  4735.2  36877.6    36950
read      286.1    97.8    93.8   168.8   189.6   283.7   313.1   329.1   340.6   354.7   371.9   400.5   469.9  1024.2  3478.1  16731.7    16762
read      281.5   155.8    86.8   139.8   153.5   255.6   313.7   343.9   365.9   391.7   425.9   486.5   719.4  1771.8  4613.8  79490.9    79473
read      312.3   183.4    86.8   142.2   156.6   279.1   343.3   381.4   410.8   449.2   500.8   585.6   831.6  2104.4  3995.0  61375.9    61431
read      303.9   237.8    80.4   141.3   155.8   261.4   319.0   350.6   373.7   402.1   444.6   539.7  1253.6  2887.0  7187.3  87169.4    87172
read      305.6   209.9    86.8   147.0   163.3   273.2   329.4   361.6   385.7   416.0   459.4   540.1   833.1  2886.0  7347.0 108123.3   108181
read      277.7   142.6    86.8   140.4   154.3   255.0   312.2   341.8   362.9   387.2   418.5   468.2   641.4  1576.9  3689.2  80630.7    80515
read      301.4   130.5    86.8   150.4   165.8   293.2   342.0   368.7   388.2   410.4   438.9   486.1   596.3  1231.7  4204.4  37084.0    37149
read      280.2    87.6   101.3   173.9   195.0   277.2   304.4   318.7   330.0   342.2   359.5   385.3   448.0   974.5  3392.9  13423.5    13444
read      318.7   217.9    86.8   141.0   155.8   273.9   341.3   383.9   419.2   465.2   528.2   636.0   902.0  2767.1  6432.8  72048.9    72057
read      284.7   150.9    86.8   138.6   152.0   259.5   318.9   350.0   372.5   399.5   436.8   506.6   717.7  1599.1  3790.1  69959.1    70041
read      271.9   133.7    86.8   138.9   152.6   250.0   305.6   334.9   355.5   379.2   409.1   458.6   615.6  1400.1  2873.9  90156.4    90162
read      288.9   146.2    86.8   138.4   152.2   274.4   329.5   359.0   380.0   404.2   437.3   490.4   627.7  1499.4  4271.2  52064.7    52082
read      278.2    97.2    93.8   153.2   170.1   278.1   311.8   329.4   341.5   356.7   374.3   403.0   469.1   810.0  3047.5  24266.7    24258
read      310.8   244.5    86.8   139.4   153.6   269.1   332.7   369.6   398.8   436.7   492.8   587.3   899.7  3582.6  7398.0  71950.6    72013
read      298.2   145.6    86.8   141.6   156.2   278.6   338.4   371.3   396.2   426.8   466.4   530.0   679.4   990.4  3878.0  58089.8    58012
read      296.1   123.6    86.8   147.5   162.6   288.0   340.5   368.2   387.9   410.1   438.4   484.1   583.4   801.3  3215.4  45322.3    45398
read      296.7   126.6    86.8   145.0   159.9   284.4   340.2   370.1   392.0   417.7   451.1   502.1   621.5   846.3  3189.3  50270.1    50177
read      297.0   117.1    93.8   151.8   167.5   292.4   338.1   362.4   379.3   399.3   425.9   465.6   555.4   953.8  2955.3  34470.7    34504
read      313.9   189.1    86.8   141.1   155.5   276.8   343.9   385.2   417.7   458.8   512.3   600.1   842.1  2176.7  4102.8  65994.6    66010
read      280.3   154.8    86.8   139.7   153.2   256.5   314.8   344.2   365.2   389.7   422.0   476.2   700.4  1786.2  4678.8  73865.2    73937
read      300.6   154.9    86.8   141.7   156.2   280.8   340.0   372.5   396.9   427.0   465.8   528.7   692.3  1531.1  4038.3  55025.7    55020
read      303.8   172.9    86.8   142.3   156.8   283.1   342.1   375.2   399.8   429.6   467.5   528.9   696.8  1865.6  5545.9  53225.3    53235
read      296.7   214.4    86.8   141.7   156.7   258.8   314.3   344.9   367.9   395.9   435.0   520.5  1064.9  2843.5  6237.4  97801.2    97743
read      245.7   132.8   109.4   174.5   187.6   237.5   255.2   266.2   273.0   282.9   294.6   315.9   377.9  1574.9  6433.4   5410.5     5419
read      274.3    88.7    93.8   170.2   190.4   272.4   298.2   312.5   321.7   335.2   350.1   374.6   432.8   752.3  3760.8  14710.4    14764
read      262.4   163.5   101.3   179.9   195.9   253.2   272.9   284.6   292.5   302.5   316.2   340.3   418.1  2148.7  7464.0   7443.0     7451
read      298.0   151.1    86.8   141.9   156.7   281.7   337.2   367.6   390.0   416.3   450.7   503.8   665.9  1795.2  4066.4  48262.5    48208
read      275.1   102.0    93.8   165.8   185.8   272.2   299.1   314.0   324.1   337.5   353.8   380.0   450.4  1147.8  3205.9  16137.7    16149
read      279.5   165.7    86.8   139.3   152.9   254.2   311.5   341.3   362.6   387.1   419.0   470.4   706.5  2080.9  5115.6  79016.6    78989
read      280.3   102.9    93.8   163.6   182.5   279.7   308.4   323.0   334.6   346.2   364.7   392.0   458.0   964.4  4006.8  18860.1    18886
read      291.7   145.2    86.8   138.5   152.5   262.2   323.8   358.8   385.7   420.6   469.3   551.6   748.6  1059.0  2599.1  75926.6    75954
read      281.8   111.1    86.8   142.7   157.8   278.2   326.5   349.9   366.6   385.9   409.1   446.7   525.3   711.7  3180.2  44403.7    44409
read      272.7    82.8    86.8   164.8   184.4   273.0   299.2   313.3   322.5   335.5   349.7   373.5   431.2   595.5  3047.1  16424.7    16431
read      269.5   121.9    80.4   137.8   151.4   248.6   304.6   333.9   354.2   377.4   406.4   456.7   621.4  1061.3  2501.4  85816.3    85707
read      283.1   129.8    80.4   138.2   152.2   270.2   326.2   355.0   375.1   399.7   431.9   482.1   588.3   774.7  3065.1  58248.6    58253
read      294.2   212.0    80.4   143.9   159.8   263.9   317.3   346.2   367.9   393.8   428.7   491.9   777.0  3289.7  6176.5 103821.2   103867
read      277.4   101.6    93.8   158.6   176.7   279.1   308.8   323.9   335.3   346.8   364.8   390.3   442.4   587.3  4237.3  21614.0    21604
read      267.0   120.8    86.8   138.0   151.6   246.8   301.7   330.5   350.3   372.9   401.5   447.8   577.8  1164.2  2751.1  90349.8    90401
read      263.7   111.5    86.8   137.0   150.4   246.1   301.8   330.3   349.6   371.5   398.4   438.1   532.8   773.2  2703.9  84365.1    84467
read      270.9   115.6    86.8   140.8   155.3   252.4   305.6   334.0   354.1   377.1   405.8   454.0   575.4   904.8  2773.3  99698.1    99700
read      282.1   102.2    86.8   150.4   166.2   284.7   322.6   341.7   355.3   370.3   390.4   419.6   478.0   596.3  2674.5  32116.3    32052
read      272.1    81.3    93.8   163.0   181.4   273.9   300.2   314.0   323.4   336.0   349.9   372.4   425.0   532.8  2247.6  18122.9    18173
read      286.3   131.3    86.8   137.2   150.9   264.7   325.3   358.3   382.7   412.7   454.1   518.0   663.9   878.2  2164.6  67728.4    67789
read      281.3   118.8    80.4   139.2   153.6   272.9   325.9   352.7   371.2   393.3   421.4   463.7   550.6   746.7  2932.3  51938.3    51929
read      263.8   114.7    80.4   135.8   149.5   244.9   301.1   329.8   349.3   371.6   399.0   441.3   551.8   896.7  3022.7  83746.3    83850
read      272.7    81.6    93.8   162.4   180.8   274.7   301.5   315.4   325.2   337.4   351.8   373.5   426.2   540.3  3056.0  18592.0    18614
read      286.9    89.0    86.8   157.7   175.0   289.8   325.6   343.5   356.7   370.8   390.1   418.0   471.5   583.9  2458.6  29297.7    29315
read      318.4   295.4    86.8   146.1   162.6   272.4   327.5   358.7   381.8   410.8   454.1   541.7  1519.3  3695.9  7712.4 108171.3   108090
read      280.1   109.7    86.8   153.9   170.7   283.0   316.6   334.0   345.3   360.1   376.0   402.1   460.0   562.3  3807.1  27005.1    27024
read      280.7   113.7    80.4   140.0   154.4   274.1   325.7   351.7   369.7   391.0   417.4   458.0   540.2   703.0  2682.9  49818.8    49907
read      254.5   107.9    93.8   172.8   189.7   251.0   271.1   282.5   290.6   299.6   313.5   334.7   383.5  1144.1  4662.3   9160.4     9150
read      281.2    98.5    86.8   148.8   163.9   283.4   323.1   342.7   356.9   372.3   392.9   422.9   482.7   592.6  2982.2  34191.0    34328
read      282.7   120.2    74.4   139.2   153.7   274.0   327.5   354.7   373.4   395.8   424.4   466.9   555.9   732.1  2997.5  51880.1    51881
read      263.7    85.0    93.8   165.2   184.7   263.5   287.7   300.3   310.0   319.7   335.0   356.6   402.6   569.3  2997.5  14574.6    14569
read      267.4   114.6    80.4   136.7   150.1   247.3   304.4   333.5   353.6   376.1   404.2   453.5   602.7   930.4  2239.4  81616.3    81517
read      262.0   109.1    80.4   135.7   149.2   245.1   301.8   330.0   348.7   370.1   396.0   433.6   517.3   750.8  2749.2  78651.2    78694
read      264.6   112.7    86.8   138.3   152.0   246.2   300.3   328.9   348.3   371.1   398.9   441.4   543.2   794.7  2799.6  93325.8    93409
read      281.3   105.5    80.4   145.9   161.2   281.8   325.0   346.0   361.4   377.6   398.8   430.9   499.1   629.6  3010.8  39097.0    39093
read      271.4    72.7    93.8   161.7   179.8   273.9   300.4   314.1   323.4   335.8   349.2   372.0   422.6   524.6  2022.9  18737.5    18729
read      289.7   138.7    80.4   138.0   151.9   264.8   326.1   360.3   385.9   418.1   462.3   532.4   702.9   989.9  3074.4  70787.4    70818
read      274.9    95.9    86.8   157.8   175.2   277.5   306.8   321.1   332.8   344.4   361.5   385.8   434.4   541.4  3059.9  21942.9    21942
read      280.6   151.2    80.4   140.6   155.1   254.2   309.7   339.3   360.7   385.7   419.0   478.0   788.7  1550.3  3629.5  91707.6    91810
read      280.3   101.8    86.8   145.4   160.7   280.8   324.0   345.1   360.4   376.6   398.0   430.2   498.3   623.4  2617.7  39479.8    39588
read      281.7   108.8    86.8   144.5   159.7   281.0   325.8   347.8   363.6   380.9   402.0   435.1   506.2   646.6  3639.6  40938.4    40957
read      284.9   129.3    86.8   137.7   151.5   267.9   326.1   357.3   379.6   406.1   442.4   498.2   622.4   858.6  2703.9  62591.0    62645
read      267.8    80.5    93.8   164.6   184.2   267.8   292.6   306.2   315.5   326.8   341.4   365.3   417.2   590.3  3217.1  15584.7    15539
read      292.6   178.4    86.8   146.8   162.8   267.1   319.6   348.5   369.7   395.3   429.5   490.1   708.2  2825.1  4246.9 107645.2   107672
read      284.8    98.9    86.8   153.7   170.2   286.9   325.0   344.1   358.0   372.5   392.6   421.7   477.9   592.6  2784.6  32927.1    32954
read      282.9   127.2    86.8   138.6   152.6   269.1   325.4   354.8   375.2   400.1   432.5   483.6   590.5   795.9  2562.2  58868.8    58866
read      279.6    98.1    86.8   157.1   174.7   281.9   313.3   329.7   341.0   354.5   370.7   396.8   450.0   569.2  3992.0  23760.1    23739
read      281.0   118.9    86.8   139.1   153.2   271.0   324.9   352.4   371.6   394.3   423.1   466.6   560.5   743.4  3080.5  54711.1    54701
read      283.3   125.2    86.8   137.8   151.6   267.8   325.0   354.9   376.0   401.4   435.0   489.5   607.3   858.0  3165.5  60640.9    60706
read      290.1   139.5    80.4   138.0   151.7   264.1   325.6   360.2   386.6   419.9   465.0   537.2   711.3   997.1  2503.5  72404.0    72350
read      281.5   120.1    86.8   138.0   152.0   268.4   324.6   353.9   374.1   398.5   430.1   478.0   579.8   778.2  2963.8  58641.4    58661
read      280.3    98.3    80.4   148.1   163.3   282.6   322.0   341.7   355.7   370.9   391.5   421.8   484.2   598.2  2340.2  34941.6    34912
read      276.2   134.5    86.8   142.3   157.4   256.0   308.9   337.4   357.9   381.5   411.9   462.2   605.5  1309.7  3883.9 103362.9   103268
read      279.0   106.5    86.8   145.7   160.8   279.9   322.0   342.5   357.2   372.9   394.4   425.8   490.2   620.7  2991.3  38683.7    38703
read      267.8   121.3    80.4   137.1   150.7   248.2   303.5   332.0   351.8   374.4   403.5   454.2   597.6   928.2  3076.9  83311.4    83358
read      281.0   118.2    80.4   138.6   152.6   269.6   324.9   352.8   372.3   395.8   426.2   471.2   574.1   760.4  2515.8  57332.5    57408
read      270.0   125.6    74.4   138.4   151.9   248.8   304.9   334.2   354.6   377.6   406.5   456.0   620.8  1094.9  2878.7  86841.5    86837
read      279.5    99.8    86.8   148.9   164.0   282.4   320.4   339.6   352.8   368.0   387.5   415.7   471.2   583.9  2847.7  33514.7    33517
read      283.5   131.9    80.4   136.9   150.8   264.1   322.9   354.6   377.4   404.9   443.3   501.6   635.8   903.0  3156.0  66029.3    66204
read      289.1   138.4    80.4   137.5   151.3   262.3   323.7   358.7   385.5   419.6   465.9   540.1   713.9   938.0  2087.9  73816.4    73758
read      271.6   124.5    86.8   141.0   155.6   252.4   305.3   333.5   353.5   376.3   405.1   454.4   582.0  1055.1  3496.9  99778.0    99742
read      287.9   131.8    80.4   147.0   163.1   267.6   320.2   349.4   370.7   396.4   430.7   490.5   671.3  1058.2  3098.0 109559.3   109462
read      269.2   118.7    80.4   140.1   154.2   250.3   304.4   333.2   353.3   375.8   404.0   450.7   564.7   890.9  2977.4  94417.1    94453

Total QPS = 55306.2 (99551168 / 1800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 24589138990 bytes :   13.0 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 100.00%,49.50%,100.00%
