timestamp,core0,core1,core2,core3
2026-05-12T18:18:39.507694,0.0,0.0,0.0,0.0
2026-05-12T18:18:41.841247,5.9,4.8,23.9,81.8
2026-05-12T18:18:43.979805,11.8,3.6,98.1,100.0
2026-05-12T18:18:46.119698,15.9,4.7,100.0,100.0
2026-05-12T18:18:48.258086,14.4,2.1,85.9,100.0
2026-05-12T18:18:50.396054,20.2,3.2,100.0,100.0
2026-05-12T18:18:52.532366,18.1,4.7,100.0,100.0
2026-05-12T18:18:54.671000,16.2,2.1,100.0,100.0
2026-05-12T18:18:56.808139,16.2,4.2,100.0,100.0
2026-05-12T18:18:58.945828,47.8,44.8,100.0,100.0
2026-05-12T18:19:01.100747,57.9,51.7,100.0,100.0
2026-05-12T18:19:03.247341,58.2,52.4,100.0,100.0
2026-05-12T18:19:05.394044,57.8,53.4,100.0,100.0
2026-05-12T18:19:07.545840,60.6,53.8,100.0,100.0
2026-05-12T18:19:09.694290,58.4,54.0,100.0,100.0
2026-05-12T18:19:11.842853,58.2,53.3,100.0,100.0
2026-05-12T18:19:13.986256,87.7,89.2,100.0,100.0
2026-05-12T18:19:16.320043,78.2,85.1,80.9,100.0
2026-05-12T18:19:18.476857,74.3,82.6,77.8,100.0
2026-05-12T18:19:20.645793,75.7,83.3,79.7,100.0
2026-05-12T18:19:22.814386,76.6,84.1,79.4,100.0
2026-05-12T18:19:24.998905,76.4,84.0,80.0,100.0
2026-05-12T18:19:27.167207,75.7,83.0,79.4,100.0
2026-05-12T18:19:29.319113,48.5,55.3,51.2,100.0
2026-05-12T18:19:31.554208,64.4,66.4,96.8,100.0
2026-05-12T18:19:33.704690,62.3,65.3,100.0,100.0
2026-05-12T18:19:35.867679,65.4,68.3,100.0,100.0
2026-05-12T18:19:38.014829,65.3,67.9,100.0,100.0
2026-05-12T18:19:40.159452,62.9,66.1,100.0,100.0
2026-05-12T18:19:42.313838,62.6,65.0,100.0,100.0
2026-05-12T18:19:44.458794,40.9,42.7,100.0,100.0
2026-05-12T18:19:46.606337,38.5,41.6,100.0,100.0
2026-05-12T18:19:48.748131,39.6,42.4,100.0,100.0
2026-05-12T18:19:50.894542,40.7,41.2,100.0,100.0
