Random waveform, supplied seed
Total number of intervals = 400 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072, 16350, 86891, 104441, 8906, 42175, 51797, 76678, 19630, 100132, 40498, 108559, 23964, 70760, 99567, 107548, 53742, 103931, 60359, 9725, 52014, 40053, 86436, 23983, 66595, 26056, 51764, 40202, 76665, 11133, 80405, 79106, 97258, 36307, 28636, 41620, 75736, 44979, 31478, 37586, 108330, 64301, 11203, 7291, 87477, 77485, 42055, 26865, 94592, 66869, 17835, 55977, 82437, 15775, 87559, 105401, 88752, 94531, 101303, 86640, 84818, 20221, 43599, 52779, 89855, 48532, 107423, 46535, 47535, 49633, 30334, 17207, 106074, 48912, 96483, 39228, 92350, 85084, 81993, 101617, 16730)
Average QPS expected = 57995
Timestamp start: 1778621207779
Timestamp end: 1778623008168

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      288.9   113.8    93.8   147.8   161.9   281.7   328.7   353.5   371.1   393.1   422.3   468.0   578.3   891.5  1906.1  39543.3    39588
read      295.8   132.4    93.8   146.4   160.5   282.7   334.1   363.0   384.1   408.6   441.2   492.7   619.7  1394.3  3139.1  41111.6    40957
read      300.3   173.7    93.8   139.8   152.8   268.7   331.7   369.1   398.4   435.4   482.4   553.4   769.0  1898.2  4385.3  62713.6    62645
read      264.1    72.7   109.4   162.3   181.7   262.9   288.7   302.8   313.0   324.4   340.5   365.6   421.9   624.5  2205.1  15487.6    15539
read      300.7   256.9    86.8   144.0   159.1   258.1   310.8   340.2   362.4   389.7   427.2   502.1  1347.4  3417.2  7047.8 107775.8   107672
read      294.8   128.7    93.8   152.7   167.9   287.9   332.0   356.4   373.4   395.2   422.7   464.2   562.1  1072.6  2817.0  32873.3    32954
read      296.3   158.2    86.8   139.8   152.8   269.4   330.7   366.9   394.6   428.9   471.7   539.0   716.9  1629.1  4092.9  58982.4    58866
read      283.2    88.4    93.8   155.7   172.2   281.3   316.2   335.7   349.1   366.0   387.0   419.3   495.9   840.3  1929.9  23706.2    23739
read      301.5   167.8    93.8   142.0   155.5   276.1   335.9   371.2   398.3   431.2   472.3   539.0   736.4  1873.3  4057.0  54621.6    54701
read      299.8   182.3    86.8   140.4   153.5   269.2   331.8   368.4   396.8   432.8   479.0   547.3   738.1  2252.9  4138.4  60741.8    60706
read      305.1   194.7    86.8   140.1   153.5   263.4   329.1   371.0   404.9   450.2   506.5   593.4   809.1  2161.8  6032.9  72398.0    72350
read      295.3   168.6    80.4   140.8   154.3   268.6   327.9   362.8   388.9   420.5   461.6   526.2   704.0  2175.5  4186.6  58690.7    58661
read      291.0   106.4    93.8   152.8   168.3   285.0   330.0   354.4   371.4   392.1   418.0   457.9   542.6   876.9  2106.9  34911.3    34912
read      328.6   299.8    86.8   148.1   163.9   269.3   323.6   355.5   379.7   410.8   460.4   633.1  1657.3  3299.0  7496.2 103211.1   103268
read      293.3   118.9    93.8   150.5   164.9   285.6   332.3   357.5   375.2   397.6   426.9   471.5   578.8  1039.1  2596.1  38688.4    38703
read      302.9   249.3    93.8   143.3   157.7   259.9   317.4   349.2   372.6   401.5   444.7   553.4  1016.4  3432.1  7670.3  83202.9    83358
read      290.0   151.6    86.8   140.7   153.8   268.6   325.9   357.9   381.5   410.2   450.9   511.3   678.1  1270.2  4724.0  57460.0    57408
read      296.0   228.7    86.8   142.8   157.1   257.2   313.3   344.3   367.5   395.4   434.6   527.7   985.4  2917.0  7654.7  86745.3    86837
read      290.9   106.4    93.8   152.3   167.4   285.5   329.0   352.3   369.3   390.2   416.7   458.4   551.7   875.0  2552.1  33494.0    33517
read      303.8   172.6    86.8   140.5   154.0   267.6   333.9   374.1   406.0   446.7   498.3   578.2   785.8  1831.3  3868.0  66056.9    66204
read      312.3   217.1    93.8   139.9   153.5   264.3   332.4   375.6   412.9   460.7   522.8   626.3   884.9  2827.3  6342.8  73834.2    73758
read      281.7   176.3    86.8   143.0   157.3   252.9   305.5   334.3   355.1   379.7   412.4   468.8   826.0  2404.0  3883.2  99713.1    99742
read      298.5   196.2    86.8   149.9   165.6   269.9   321.9   351.6   373.3   400.2   436.5   502.2   751.9  2898.6  6766.4 109395.8   109462
read      272.1   149.6    86.8   141.6   155.3   248.6   301.9   331.0   351.3   374.3   403.9   453.4   607.0  1764.0  4961.3  94515.6    94453
read      286.7   139.3    86.8   146.2   160.2   276.9   325.5   350.1   368.1   389.6   417.9   464.8   588.9  1126.8  6025.2  44089.6    44096
read      344.2   319.8    86.8   147.1   163.2   272.6   331.5   367.7   397.4   439.7   522.3   785.2  1698.9  3461.8  7605.0 100472.9   100467
read      255.4    82.4   109.4   173.9   190.8   250.1   270.5   282.4   291.2   301.5   315.5   341.2   428.4  1089.0  3269.9   8564.4     8576
read      294.1   141.6    86.8   139.3   152.8   269.8   330.5   365.8   393.1   426.4   467.8   532.1   698.9  1214.8  2187.3  58970.7    59359
read      259.6    90.7   109.4   180.6   197.5   254.9   274.4   286.3   294.0   304.6   317.5   340.5   404.5  1156.3  3180.7   7621.8     7614
read      306.2   181.1    93.8   143.4   157.1   274.7   337.8   375.0   404.0   440.9   488.1   560.8   768.1  2011.8  4746.7  60321.1    60329
read      291.4   118.6    93.8   145.9   159.8   278.9   331.0   359.9   380.8   405.0   438.1   489.2   603.2  1046.5  1851.2  43862.4    43762
read      312.4   199.3    93.8   142.2   155.9   270.5   337.6   380.1   414.9   458.4   513.2   600.2   863.0  2303.6  4930.5  66868.4    67038
read      288.3   122.7    93.8   157.0   173.1   285.3   322.6   343.0   358.0   374.0   396.3   430.2   507.8   841.3  6022.7  26106.7    26095
read      308.2   209.4    86.8   140.6   154.0   263.8   329.9   371.5   405.4   449.7   505.8   593.1   879.4  2693.4  5727.7  71224.0    71173
read      323.5   281.9    86.8   154.1   171.5   281.5   334.9   366.0   389.7   419.2   460.7   539.5  1338.0  3708.3  7734.7 109364.0   109276
read      273.2    97.9    93.8   171.9   191.7   269.9   294.7   308.6   317.7   330.1   344.6   370.6   438.8  1157.9  3945.6  13164.9    13150
read      308.5   164.4    93.8   144.1   158.0   276.1   341.5   380.4   410.6   449.4   498.4   574.5   778.8  1769.2  3263.2  61245.8    61250
read      309.5   220.0    86.8   142.9   157.1   260.5   320.6   357.4   385.8   424.6   490.9   651.8  1047.1  2864.5  5323.0  84490.2    84472
read      264.9   107.5    86.8   140.0   153.0   245.2   301.0   329.6   349.3   371.8   399.4   440.8   546.5  1036.1  1719.2  82071.3    82226
read      284.2   104.2   101.3   155.9   171.7   282.4   318.0   337.1   350.2   366.8   387.9   420.9   503.3  1036.1  3842.4  27822.4    27671
read      356.9   363.0    86.8   147.7   164.4   276.7   336.2   372.2   401.3   443.1   518.6   841.5  1945.6  3697.5  7912.3  98845.6    98736
read      281.6   162.7    86.8   144.7   159.6   257.4   308.6   337.2   358.1   382.8   415.3   468.3   663.6  2207.6  5093.1 106336.2   106314
read      279.8   160.4    86.8   144.1   158.9   255.5   307.4   335.6   356.4   381.0   413.1   465.5   661.4  2056.5  3834.1 105113.3   105027
read      271.9   156.7    86.8   140.4   154.1   247.4   300.5   329.4   349.6   373.1   402.6   452.0   620.8  2194.0  3726.5  96842.4    96867
read      272.3   136.1    86.8   141.3   154.9   249.6   304.5   333.6   353.9   377.3   406.5   455.7   599.9  1761.1  3219.9  89391.8    89493
read      293.5   130.9    93.8   144.2   158.3   275.9   332.4   363.3   385.7   412.9   450.2   506.1   652.0  1154.9  2708.4  50552.7    50538
read      283.6    97.5   101.3   157.9   175.0   281.4   315.4   333.9   346.2   363.2   383.7   415.5   487.7  1000.3  2999.7  22157.6    22083
read      297.2   223.2    86.8   142.8   156.7   273.8   326.2   356.2   378.4   405.5   444.3   504.2   717.4  2635.3  8123.2  48491.8    48618
read      278.7   150.8    86.8   141.2   154.9   248.1   301.9   332.2   354.2   380.4   417.1   489.8   834.1  1614.6  3225.8  94460.7    94298
read      279.2   126.5    86.8   138.6   151.4   257.6   315.3   346.6   370.7   399.7   438.2   498.0   633.0   917.3  2599.5  63750.0    63579
read      291.6   132.3    86.8   141.5   154.9   268.2   328.0   362.5   389.2   422.5   465.9   531.2   675.1   999.4  2179.1  64475.8    64573
read      274.6   136.1    86.8   141.5   155.0   253.2   308.0   336.3   356.4   379.5   409.8   462.7   671.6  1221.1  3506.8  77139.1    77178
read      276.6    92.2    93.8   150.2   164.9   276.6   313.0   332.0   344.8   361.6   381.6   412.5   479.3   779.7  2068.9  29830.7    29824
read      282.8   169.8    86.8   133.9   146.4   255.8   314.7   348.1   373.9   404.5   445.0   504.9   696.4  2153.0  4612.9  64659.6    64495
read      263.0    98.8    93.8   151.0   167.3   262.7   291.2   306.7   317.2   330.9   346.4   372.3   435.1   661.9  3278.1  21038.0    20917
read      275.3   193.4    86.8   138.6   151.6   245.1   300.6   330.0   350.4   373.9   404.2   458.3   746.3  2857.0  5866.4  85556.7    85651
read      288.1   152.9    86.8   137.4   149.9   263.1   322.0   356.3   382.0   413.9   456.2   519.9   710.1  1467.3  3890.7  61777.1    61935
read      279.2   146.3    86.8   137.3   149.8   263.4   315.5   343.8   365.2   390.0   421.6   468.1   587.2  1742.4  3728.8  50272.7    50216
read      286.5   168.8    86.8   134.1   146.6   252.5   315.4   353.1   382.7   419.7   466.4   536.1   733.9  1941.0  3973.3  72311.1    72251
read      281.8   160.7    86.8   133.0   145.2   250.5   312.7   348.9   377.4   412.4   457.8   523.2   700.7  1800.1  4187.3  71818.4    71798
read      259.8    99.8   101.3   151.6   168.1   258.8   286.3   300.8   311.7   323.5   340.2   366.2   427.5   818.6  4250.2  19785.8    19701
read      268.1    91.2    93.8   149.2   164.5   268.8   301.1   317.5   329.8   343.2   362.3   390.2   449.3   632.2  3428.2  24982.2    24952
read      278.4   135.1    86.8   141.4   154.9   250.8   307.3   338.4   361.3   388.8   426.8   500.5   730.8  1162.3  2590.2  81806.7    81838
read      273.9   128.2    86.8   152.7   168.3   272.8   304.8   320.8   333.4   346.0   365.4   394.9   470.7   934.5  6635.0  26646.9    26648
read      281.5   125.6    93.8   156.9   173.3   280.2   312.8   330.1   342.0   357.0   374.2   402.8   483.3  1350.2  6571.5  24768.7    24837
read      281.3    87.4    93.8   153.8   168.9   282.3   319.0   338.4   351.7   367.2   387.1   417.1   484.9   660.1  1877.7  29280.4    29420
read      416.7   486.8    86.8   155.8   175.4   301.6   365.7   406.6   442.3   493.5   586.5  1252.0  2949.0  4616.8  8062.9 103636.2   103882
read      271.4   124.0    93.8   141.8   155.2   254.3   309.7   337.7   357.0   378.3   404.1   447.2   548.4   987.1  3714.9  70203.3    70314
read      284.0   124.4    93.8   142.6   156.0   265.4   320.5   349.8   371.4   398.3   434.6   497.7   653.6   984.3  2317.2  61476.2    61679
read      288.9   111.9    93.8   146.0   160.0   277.5   330.3   359.5   380.3   404.3   435.5   483.8   582.5   801.4  1493.7  49498.9    49557
read      273.9    88.8    93.8   162.2   179.3   275.1   303.0   317.0   327.7   340.0   356.1   379.5   433.6   640.8  3735.2  19438.0    19325
read      246.5    76.2   109.4   170.1   186.8   243.0   262.4   272.3   280.3   290.0   301.6   319.5   366.4  1054.9  2980.1   9143.3     9128
read      299.0   193.3    86.8   144.9   159.7   259.3   313.9   345.0   369.1   398.9   444.1   554.2  1083.3  2097.8  3117.5  94906.7    94933
read      275.1    91.8    93.8   156.5   172.4   275.4   307.0   323.3   335.9   349.1   367.8   395.8   461.3   748.6  3177.3  24258.2    24327
read      313.6   209.2    93.8   142.4   156.0   266.4   334.5   379.0   416.7   464.4   525.9   625.3   867.4  2652.3  4710.2  72077.1    71896
read      305.8   248.7    93.8   145.5   160.4   261.2   316.5   347.2   370.8   399.9   443.7   553.1  1152.1  3453.5  6971.3  93763.6    93771
read      272.8    85.7   101.3   158.6   176.2   271.5   300.4   316.3   328.0   341.5   360.1   388.8   454.9   771.6  2969.7  20461.3    20452
read      286.9   116.5    93.8   144.8   158.4   275.9   326.0   353.8   374.1   398.6   429.4   474.0   578.6   921.3  2164.4  42409.3    42338
read      297.9   191.1    86.8   138.5   151.2   256.4   320.8   362.1   395.1   437.9   491.9   571.1   791.2  2302.2  5074.5  72739.6    72627
read      281.8   209.0    86.8   140.8   154.3   251.2   307.6   337.3   358.1   381.8   412.0   463.5   775.1  3084.3  6712.4  80490.7    80603
read      300.5   144.6    86.8   146.1   160.8   282.1   338.0   370.1   394.1   423.3   460.5   517.6   673.3  1334.3  4069.9  49027.6    49049
read      342.5   324.7    93.8   148.5   163.9   273.1   334.6   372.2   403.4   451.7   541.5   755.1  1436.1  4170.8  7923.2  92337.6    92305
read      290.9   143.1    86.8   144.2   158.0   270.9   326.6   356.2   377.0   402.3   438.7   502.8   693.1  1500.5  3621.8  56872.2    56889
read      292.3   195.0    93.8   140.9   154.3   255.2   315.2   348.9   374.3   406.3   455.7   547.0   800.4  2470.5  6161.0  78118.4    78036
read      285.5   165.4    93.8   138.8   151.6   253.8   313.2   345.8   370.7   401.5   446.2   524.5   759.6  1954.5  3872.5  71737.1    71583
read      309.7   181.6    86.8   141.6   155.3   266.5   333.9   377.9   415.1   461.8   520.6   613.3   836.7  1942.0  3494.6  72839.3    72609
read      348.9   326.7    86.8   150.2   166.8   275.8   332.6   367.9   396.2   434.8   507.0   833.8  1732.1  3449.8  7711.7 107301.8   107382
read      267.7   128.7    86.8   140.5   153.9   245.9   300.6   329.4   349.0   372.0   400.5   445.3   577.9  1361.6  3378.3  86473.8    86530
read      262.5    94.1   101.3   162.0   179.7   260.9   286.0   299.4   309.8   320.2   337.2   362.6   423.9   619.9  3177.1  16578.0    16550
read      294.0   209.9    93.8   141.1   154.7   253.3   311.7   344.4   369.0   399.1   444.9   544.8   965.4  2648.5  6902.9  84482.0    84534
read      267.8   115.5    86.8   140.3   153.3   250.5   306.3   334.0   352.8   373.5   399.9   439.1   540.2  1111.3  2911.9  72575.8    72631
read      296.1   160.8    86.8   145.6   159.4   277.9   331.9   361.6   383.7   410.3   447.1   504.6   655.4  1947.0  4625.8  49232.7    49291
read      303.5   179.3    93.8   142.6   156.1   272.9   336.6   374.6   404.4   441.7   489.0   558.5   740.6  1793.2  3666.7  62040.2    62175
read      279.1   175.1    86.8   139.9   153.2   248.8   306.2   336.7   358.8   384.8   419.6   483.0   743.3  2211.1  5760.7  80022.2    80213
read      265.2    76.3    93.8   162.5   180.0   263.4   289.6   303.8   313.9   325.8   342.2   368.7   432.4   764.7  2288.7  16630.9    16566
read      292.9   139.1    93.8   141.5   154.7   272.4   330.5   364.2   389.6   420.4   460.2   519.3   663.4  1066.6  3844.1  53916.7    53985
read      305.8   266.3    86.8   147.1   162.2   263.4   316.6   346.5   369.3   397.0   435.1   510.3  1373.3  3528.1  7732.7 101727.6   101949
read      279.6    90.2   101.3   156.5   172.7   278.0   312.2   330.7   343.5   359.8   379.2   410.2   484.3   688.7  2352.0  24024.4    24076
read      289.0   129.1    93.8   140.5   153.6   271.2   326.7   358.9   382.6   411.2   449.2   504.2   641.7  1195.4  2246.9  52269.8    52574
read      457.6   577.3    80.4   164.9   187.5   324.3   396.8   446.2   486.9   541.0   628.0  1210.8  3443.7  6509.5  8119.7 106272.9   106271
read      284.6   173.4    86.8   146.7   161.8   259.5   310.8   339.2   360.3   385.5   419.0   473.0   688.6  2542.4  5170.7 105502.0   105451
read      264.3   132.2    93.8   138.8   151.6   241.9   296.3   324.9   344.7   367.4   395.7   438.2   566.7  1488.8  3323.5  86001.3    86087
read      279.8   117.9   101.3   151.9   166.9   277.7   313.2   332.0   344.8   362.2   383.6   417.8   501.4  1107.9  4475.2  29143.6    29108
read      391.2   465.1    86.8   152.2   170.1   292.8   354.7   393.1   424.3   466.7   541.2   870.9  2812.8  5359.0  8053.8 101066.4   101115
read      269.3   122.8    86.8   140.8   154.0   250.1   306.6   335.1   354.6   376.2   402.9   445.3   562.2  1042.3  3510.1  74475.3    74326
read      268.6   107.8    93.8   141.4   154.6   250.4   306.8   335.2   354.4   376.0   402.8   445.3   556.0   929.8  1657.8  75786.4    75832
read      269.5   133.6    86.8   141.4   155.0   246.6   300.1   328.8   348.7   372.4   402.1   450.8   596.0  1488.3  3116.2  94931.1    94901
read      269.1   108.1   101.3   165.5   185.0   265.9   291.1   305.0   314.8   326.7   342.8   369.9   435.8  1041.3  4602.8  15733.1    15809
read      284.4   109.6    93.8   155.5   171.2   283.8   320.7   339.9   353.2   368.5   388.7   419.9   494.8   844.0  4572.6  28897.1    28874
read      304.8   236.8    86.8   144.4   158.9   276.8   332.3   362.9   385.3   412.5   451.0   514.8   815.3  3173.3  7857.4  52047.8    51882
read      287.7   122.1    93.8   153.0   168.1   284.5   325.2   346.1   361.9   379.2   401.3   436.7   519.1  1137.9  5173.6  32609.3    32653
read      287.3   128.8    93.8   144.7   158.6   276.2   325.3   352.7   372.0   395.8   425.6   468.7   579.1  1252.0  4142.4  41546.2    41676
read      287.6   149.1    86.8   137.8   150.2   262.6   322.2   357.6   384.0   415.8   458.1   521.1   688.0  1426.9  2682.6  63179.6    63019
read      320.9   338.0    80.4   143.2   158.3   258.4   314.8   348.3   374.6   410.3   471.0   677.7  1485.3  3850.9 14292.1  98988.7    99164
read      294.1   199.7    93.8   144.7   158.7   277.0   327.5   354.5   373.7   397.7   430.0   485.3   694.5  2108.5  4993.2  46827.3    47055
read      302.1   187.9    86.8   139.7   152.9   268.6   331.0   368.6   397.7   434.0   481.3   557.7   864.7  1970.6  4392.3  62460.4    62394
read      316.8   326.4    86.8   142.8   157.5   256.9   312.9   345.5   371.8   405.5   465.3   669.8  1371.0  3622.7 14321.3  98514.9    98519
read      276.6    97.2    93.8   149.2   163.6   274.7   312.1   331.6   344.9   362.6   384.5   419.4   502.9   892.4  2237.0  31922.0    32122
read      286.7   121.5    86.8   140.1   153.5   272.7   325.9   356.1   378.0   404.1   438.9   492.7   613.6   923.6  2357.4  49350.9    49464
read      272.6   102.8    93.8   152.5   168.9   271.7   304.5   320.8   333.7   346.8   366.9   395.9   462.6   806.1  2326.9  24071.3    24034
read      319.2   342.9    86.8   136.2   149.7   257.7   324.0   368.1   403.9   451.6   512.6   623.2  1310.4  3995.8 15472.3  77349.8    77363
read      306.4   285.1    86.8   141.3   155.7   257.4   315.1   348.5   373.6   406.0   458.4   586.3  1180.0  3392.9  6976.0  91395.6    91698
read      283.2   113.5    93.8   146.9   161.4   278.1   322.6   345.4   362.3   381.3   404.4   444.3   541.3   970.4  2724.1  38924.9    38997
read      310.0   252.4    86.8   138.7   152.5   255.3   318.2   358.9   393.0   442.0   518.0   656.2  1016.6  2904.2  8185.0  86197.6    86028
read      267.7   117.6    86.8   139.7   152.9   247.8   303.4   332.3   352.1   374.4   402.2   447.7   569.8  1089.9  2638.3  83128.9    83012
read      263.7   152.8   101.3   162.0   181.4   259.7   283.3   295.7   305.8   316.6   332.4   357.2   427.8  1258.3  6100.0  15049.3    15024
read      273.0   106.5    86.8   138.3   151.7   262.1   313.8   340.8   360.5   383.3   412.9   459.3   548.1   698.0  1828.6  56584.9    56640
read      287.7   180.1    86.8   142.2   156.7   253.3   307.0   336.8   359.2   386.5   424.7   504.8   983.3  1968.1  3856.5  97436.4    97362
read      283.0   121.8    86.8   149.3   165.0   265.6   315.4   342.7   363.0   387.0   418.7   468.8   606.0   969.7  3071.6 107475.3   107412
read      275.7   138.0    86.8   137.8   150.9   257.1   314.2   344.0   366.3   392.5   426.7   479.5   588.0   762.0  4377.2  64993.1    65030
read      297.5   155.0    86.8   140.7   154.7   260.4   322.6   362.1   394.2   437.9   498.7   590.6   781.0  1047.7  2032.2  79471.3    79278
read      276.6   121.9    86.8   142.5   156.6   270.5   319.0   343.1   360.4   379.7   403.3   440.1   513.1   672.2  3858.9  47695.1    47544
read      318.0   303.3    86.8   147.2   162.8   264.6   317.9   349.4   373.7   405.2   457.7   606.6  1383.0  3301.3 14532.1 105006.2   105368
read      273.5   121.9    86.8   138.9   152.3   261.7   314.9   341.0   359.8   381.2   408.5   454.4   547.3   770.3  4032.0  58069.6    58181
read      274.5   105.1    86.8   138.5   151.9   263.1   316.4   343.7   363.8   387.2   417.1   462.4   549.5   690.9  1166.2  56681.6    56960
read      252.2    82.9    93.8   160.2   178.8   252.4   273.5   285.5   293.3   303.5   316.2   337.0   378.3   493.9  4163.0  14932.0    14849
read      276.6   119.7    86.8   138.9   152.1   259.6   315.7   345.6   368.0   394.4   428.8   480.3   584.0   761.0  1812.8  63695.1    63672
read      273.6   101.9    86.8   141.9   155.7   267.7   315.6   339.9   357.3   376.6   401.3   436.5   508.9   625.3  2578.0  48230.7    48289
read      243.6    88.6    93.8   161.8   180.5   242.3   261.9   271.9   279.8   289.6   301.1   319.7   366.2   848.6  2020.9  11812.4    11797
read      236.7   113.2    93.8   161.5   178.2   233.8   252.7   263.4   270.5   279.1   291.4   310.8   348.3   945.4  3268.7  10797.6    10781
read      271.6   105.3    86.8   140.2   153.8   265.0   312.6   336.9   354.1   373.4   398.9   436.8   512.7   666.9  2434.4  49215.1    49362
read      297.5   228.5    86.8   145.3   160.5   258.7   311.8   341.8   364.5   392.4   431.9   524.2  1091.3  2496.2  3731.8 102033.6   102119
read      271.4   102.4    86.8   142.2   156.0   268.1   313.1   335.3   350.5   368.7   392.1   427.4   501.6   633.4  1982.1  46248.7    46213
read      277.1   167.6    86.8   142.0   156.0   249.9   302.8   331.7   352.3   376.4   408.9   466.8   752.4  2045.2  3265.9  97099.1    97025
read      258.7    94.0    93.8   157.4   174.6   259.9   284.6   296.9   306.9   317.1   331.7   351.9   399.9   512.1  1373.0  18349.3    18351
read      265.5   111.1    93.8   155.5   172.4   266.8   293.9   308.3   317.6   329.9   344.0   368.3   418.8   600.1  3249.1  21347.6    21426
read      270.8   112.9    93.8   142.1   156.2   268.5   312.2   333.8   348.2   366.1   388.2   421.5   487.2   586.6  2703.1  42927.3    43013
read      279.0   120.8    86.8   138.2   151.5   258.0   316.6   348.7   372.5   401.2   439.1   497.1   617.4   796.1  1948.8  67402.4    67376
read      273.7    87.2    93.8   147.1   162.0   275.3   313.9   333.2   345.9   362.6   382.3   411.5   470.0   568.4   890.7  36140.2    36043
read      239.0    75.9   109.4   174.9   188.5   233.5   249.8   259.0   266.3   273.7   285.9   303.1   358.5  1159.4  2608.5   6204.4     6255
read      294.1   228.7    86.8   145.0   160.6   259.4   311.2   339.8   360.9   386.0   420.5   486.1  1139.5  2533.5  3906.9 102241.1   102499
read      272.0    88.3    86.8   157.0   173.5   275.2   304.7   319.4   330.8   342.8   359.7   383.6   432.3   517.3  3158.7  26316.4    26263
read      275.5   107.7    86.8   139.5   153.3   263.8   316.8   343.7   363.7   387.1   416.9   462.6   548.8   684.8  1784.7  56941.6    56974
read      271.3   140.5    86.8   143.4   157.4   268.8   310.7   331.6   345.6   363.2   384.6   417.2   484.1   624.9  3991.3  40877.8    40869
read      272.0    96.7    86.8   141.6   155.5   268.6   314.6   337.5   353.5   371.6   395.4   430.6   501.1   609.5  1785.5  46388.7    46514
read      246.0    91.8   101.3   164.4   182.9   244.1   264.2   274.3   283.1   292.4   305.0   322.0   368.7  1003.3  1950.5  11432.7    11431
read      271.4   106.0    86.8   138.3   151.3   259.2   311.8   339.0   358.7   381.7   411.2   457.3   543.8   710.9  1811.1  58579.6    58600
read      276.6   131.2    80.4   137.7   150.7   256.0   313.4   344.3   367.6   395.7   433.1   492.5   609.9   774.2  4433.8  68115.3    68058
read      274.3   112.5    86.8   139.9   153.4   263.5   314.7   341.3   360.7   383.3   412.3   458.3   546.5   699.8  2152.1  54632.2    54502
read      277.8   124.7    86.8   138.8   152.0   259.8   316.0   346.0   368.3   395.0   429.5   483.3   592.7   827.0  2803.8  64040.7    64022
read      272.4   121.3    86.8   139.7   153.1   263.2   313.8   339.3   357.6   378.3   404.2   445.4   524.1   684.4  3259.3  52166.7    52142
read      288.3   155.5    86.8   143.8   158.6   253.0   306.3   337.1   360.8   390.9   435.8   550.4   898.6  1435.8  2644.2 101117.8   101375
read      270.1    99.9    86.8   144.0   158.0   269.9   310.9   331.1   344.4   361.0   380.4   410.8   471.0   611.4  3073.7  40718.9    40606
read      270.9   101.3    86.8   140.8   154.5   265.8   312.9   336.3   352.7   371.5   396.1   431.7   502.4   619.1  2712.3  47626.0    47485
read      272.8   117.6    86.8   140.7   154.4   266.0   314.5   339.0   356.3   375.3   400.5   438.5   512.8   646.7  3110.3  49009.1    48977
read      270.2    87.6    86.8   144.0   158.0   271.2   311.5   331.6   345.0   361.8   381.5   410.7   469.4   575.7  1530.5  38510.2    38615
read      275.6   129.4    86.8   138.6   151.8   248.5   306.1   337.3   360.2   388.2   428.2   503.9   708.6   991.3  1947.4  80249.1    80279
read      259.3   107.2    80.4   137.7   150.4   242.6   298.3   326.3   344.8   365.4   390.1   426.0   499.9   660.7  2755.3  75896.7    75843
read      270.4   119.2    86.8   138.0   150.8   252.2   308.4   337.1   357.6   381.4   412.9   464.2   579.2   828.8  2953.7  67186.4    67095
read      272.1   115.9    86.8   143.6   157.7   270.4   312.5   333.5   347.7   365.3   386.9   419.6   484.0   661.6  5570.9  41274.9    41325
read      273.8   118.2    80.4   139.7   153.0   262.4   314.9   341.5   360.8   382.9   411.4   456.8   542.5   682.7  4359.3  55815.1    55752
