1778162505885,0.0
1778162506885,0.0
1778162507886,1.0
1778162508886,3.0
1778162509886,12.0
1778162510887,12.0
1778162511887,0.0
1778162512887,14.0
1778162513888,30.0
1778162514888,19.0
1778162515888,0.0
1778162516889,37.0
1778162517889,48.0
1778162518889,12.0
1778162519890,3.0
1778162520890,67.0
1778162521890,63.0
1778162522891,0.0
1778162523891,29.0
1778162524892,83.0
1778162525892,57.0
1778162526892,0.0
1778162527893,64.0
1778162528893,101.0
1778162529894,40.0
1778162530894,0.0
1778162531894,112.0
1778162532895,120.0
1778162533895,10.0
1778162534895,32.0
1778162535896,141.9
1778162536896,111.9
1778162537897,0.0
1778162538897,83.0
1778162539897,159.9
1778162540898,81.0
1778162541898,0.0
1778162542899,152.9
1778162543899,181.9
1778162544900,35.0
1778162545900,20.0
1778162546901,215.9
1778162547901,187.9
1778162548901,0.0
1778162549902,90.0
1778162550903,229.9
1778162551903,148.9
1778162552903,0.0
1778162553904,178.9
1778162554904,270.9
1778162555905,85.0
1778162556905,0.0
1778162557905,0.0
