1778162425853,0.0
1778162426854,10.0
1778162427854,12.0
1778162428854,6.0
1778162429855,0.0
1778162430855,28.0
1778162431855,30.0
1778162432856,4.0
1778162433856,10.0
1778162434856,46.0
1778162435857,38.0
1778162436857,0.0
1778162437857,35.0
1778162438858,66.0
1778162439858,33.0
1778162440858,0.0
1778162441859,65.0
1778162442859,82.0
1778162443860,18.0
1778162444860,10.0
1778162445860,99.0
1778162446861,92.0
1778162447861,0.0
1778162448861,47.0
1778162449862,119.0
1778162450862,73.0
1778162451862,0.0
1778162452863,98.0
1778162453863,140.9
1778162454864,45.0
1778162455864,1.0
1778162456864,164.9
1778162457865,162.9
1778162458865,5.0
1778162459866,51.0
1778162460866,180.9
1778162461867,136.9
1778162462867,0.0
1778162463868,121.9
1778162464868,205.9
1778162465869,90.9
1778162466869,0.0
1778162467870,196.9
1778162468871,226.9
1778162469871,33.0
1778162470872,37.0
1778162471872,259.8
1778162472873,228.9
1778162473873,0.0
