1778162296428,0.0
1778162297428,1.0
1778162298428,12.0
1778162299429,11.0
1778162300429,1.0
1778162301429,10.0
1778162302430,26.0
1778162303430,18.0
1778162304431,0.0
1778162305431,27.0
1778162306431,40.0
1778162307432,15.0
1778162308432,1.0
1778162309432,52.0
1778162310433,54.0
1778162311433,5.0
1778162312433,18.0
1778162313434,72.0
1778162314434,55.0
1778162315435,0.0
1778162316435,47.0
1778162317435,86.0
1778162318436,43.0
1778162319436,0.0
1778162320437,89.0
1778162321437,104.9
1778162322437,19.0
1778162323438,17.0
1778162324438,125.9
1778162325439,107.0
1778162326439,0.0
1778162327439,60.0
1778162328440,141.9
1778162329440,84.0
1778162330441,0.0
1778162331441,117.0
1778162332442,164.9
1778162333442,45.0
1778162334443,3.0
1778162335443,179.9
1778162336444,181.9
1778162337444,0.0
1778162338445,59.0
1778162339445,195.9
1778162340445,139.9
1778162341446,0.0
1778162342446,118.0
1778162343447,199.9
1778162344447,80.0
1778162345448,0.0
