1778162113361,8.0
1778162114361,13.0
1778162115362,5.0
1778162116362,0.0
1778162117362,25.0
1778162118363,28.0
1778162119363,2.0
1778162120363,11.0
1778162121364,42.0
1778162122364,34.0
1778162123364,0.0
1778162124365,30.0
1778162125365,56.0
1778162126365,28.0
1778162127366,0.0
1778162128366,60.0
1778162129367,71.0
1778162130367,14.0
1778162131367,10.0
1778162132368,87.0
1778162133368,78.0
1778162134368,0.0
1778162135369,42.0
1778162136369,105.0
1778162137370,63.0
1778162138370,0.0
1778162139370,87.0
1778162140371,121.9
1778162141371,39.0
1778162142372,0.0
1778162143372,141.0
1778162144373,141.9
1778162145373,3.0
1778162146374,46.0
1778162147374,171.9
1778162148375,119.9
1778162149375,0.0
1778162150375,107.0
1778162151376,188.9
1778162152376,78.0
1778162153377,0.0
1778162154377,168.9
1778162155378,198.9
1778162156378,25.0
1778162157379,33.0
1778162158379,199.9
1778162159379,166.9
1778162160380,0.0
